StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q298_1,Q336_1,Q334_1,Q208_1,Q208_5,Q208_6,Q208_7,Q208_8,Q208_9,Q208_10,Q216_1,Q337_1,Q339_1,Q195_1,Q195_5,Q195_6,Q195_7,Q195_8,Q195_9,Q195_10,Q305_1,Q338_1,Q340_1,Q304_1,Q304_5,Q304_6,Q304_7,Q304_8,Q304_9,Q304_10,Q4_1,Q323_1,Q324_1,Q9_1,Q9_2,Q9_3,Q12_1,Q13_1,Q326_1,Q448_1,Q449_1,Q450_1,Q453_1,Q453_2,Q453_3,Q455_1,Q456_1,Q457_1,Q412_1,Q413_1,Q413_5,Q413_6,Q413_7,Q413_8,Q413_9,Q413_10,Q414_1,Q415_1,Q415_5,Q415_6,Q415_7,Q415_8,Q415_9,Q415_10,Q418_1,Q419_1,Q419_5,Q419_6,Q419_7,Q419_8,Q419_9,Q419_10,Like_Free_R,Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Debrief,id
2024-09-23 11:03:53,2024-09-23 11:13:58,IP Address,173.31.200.70,100,605,True,2024-09-23 11:13:59,R_5ixS6GVl1TwL0Sl,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,30,10,20,10,0,-9,23,24,38,25,20,5,9,2,-7,-7,16,29,10,12,-50,32,-33,-4,-17,-16,50,50,31,33,,,,,,,,,,32,42,-17,Not Surprised,Not Surprised,Somewhat Surprised,50,50,50,50,21,-20,-18,31,34,16,18,50,12,-12,17,50,50,19,20,-20,-17,-4,18,-28,-12,-16,-16,I liked the topics,"The questions were very repetitive ",10,18,Female,Hispanic/Latino(a),Freshman,,91898
2024-09-23 11:21:58,2024-09-23 11:33:06,IP Address,161.130.189.211,100,667,True,2024-09-23 11:33:07,R_1qdAyhfCbg9EaDL,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Neither Agree or Disagree,Disagree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,2,-38,6,12,2,-7,0,5,3,3,18,8,-7,13,-6,6,-4,6,4,4,11,17,12,30,-10,5,15,10,11,6,20,28,17,Not Surprised,Not Surprised,Slightly Surprised,35,30,32,,,,,,,,,,22,30,23,23,12,14,9,17,33,20,26,19,19,12,21,17,29,26,23,30,17,28,25,33,"The essays that I read about to give more in depth knowledge ","How many times the questions were asked ",10,18,Female,Caucasian/White,Freshman,,91449
2024-09-23 11:52:31,2024-09-23 11:56:52,IP Address,161.130.189.210,100,261,True,2024-09-23 11:56:53,R_1TzbyQiphaIaY0q,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,3,3,-18,8,-5,0,0,0,0,0,-9,-50,5,-3,0,0,0,0,0,0,-25,6,5,0,0,0,0,0,0,0,,,,,,,,,,25,2,-28,Surprised,Slightly Surprised,Somewhat Surprised,27,-8,-16,7,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,having more options than normal.,deciding on wether ideas are good or bad.,8,18,Female,Caucasian/White,Freshman,,91877
2024-09-23 11:55:03,2024-09-23 12:06:28,IP Address,161.130.190.28,100,685,True,2024-09-23 12:06:28,R_7HZbyxixXuGlMR4,,,,,38.9361,-92.3056,anonymous,EN,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,-32,14,-37,-16,-21,13,27,24,35,30,50,15,-36,27,-22,8,25,16,-5,5,29,33,-15,7,-9,11,10,12,4,11,,,,,,,,,,24,14,32,Not Surprised,Slightly Surprised,Not Surprised,28,17,39,37,19,-17,-3,14,14,10,15,50,18,-28,15,16,20,20,15,37,17,-15,13,11,19,7,1,Interesting topics,Ethics vs. morals,29,19,Female,Caucasian/White,Sophmore,,91643
2024-09-23 11:52:29,2024-09-23 12:06:39,IP Address,161.130.189.225,100,849,True,2024-09-23 12:06:39,R_7fkLK5ahlzQF5Tr,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,24,-16,-13,29,-33,25,24,23,16,17,-36,25,-31,15,-30,28,25,29,27,29,-24,30,-19,26,-31,27,23,23,20,23,22,29,36,Somewhat Surprised,Not Surprised,Slightly Surprised,38,16,10,,,,,,,,,,33,31,-39,24,26,30,26,25,-30,30,-47,27,29,30,27,27,-28,34,-34,37,32,35,32,34,"I liked that I was able to provide answers based on my own opinions, as well as what I think the general population's opinions are.","A lot of the questions were very similar, and I wasn't completely sure what the difference was between some of them.",5,19,Female,Caucasian/White,Sophmore,,91789
2024-09-23 11:57:11,2024-09-23 12:06:54,IP Address,161.130.189.249,100,583,True,2024-09-23 12:06:55,R_3bjPqbIL31cGYRX,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,4,-24,21,11,-33,18,14,15,26,16,28,30,-19,25,-24,30,32,36,37,24,-26,33,-16,12,-35,40,18,37,1,5,,,,,,,,,,18,7,-18,Not Surprised,Slightly Surprised,Somewhat Surprised,40,24,26,16,21,-26,24,25,5,14,15,30,32,-50,20,25,23,21,26,9,43,-50,16,16,20,8,19,I liked the thought out questions,Many of the questions seemed repetitive,7,19,Female,Caucasian/White,Sophmore,,91995
2024-09-23 11:58:23,2024-09-23 12:17:23,IP Address,161.130.190.20,100,1139,True,2024-09-23 12:17:23,R_3QuD3jSaEE3l9n6,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,8,2,23,8,6,5,5,6,8,9,50,38,-6,12,-22,5,45,50,45,-17,-37,38,17,20,4,18,-13,9,-9,13,33,-8,-20,Not Surprised,Very Surprised,Surprised,35,-11,10,,,,,,,,,,5,4,12,4,-9,-8,-7,12,42,31,-37,27,50,45,47,27,-14,-7,-7,-6,-27,14,-17,-10,"I liked how when I was asked to vote on the feeling of the people from 2018, it showed that actual percentages and then asked me if I was surprised or not surprised with the true numbers.","Some questions I did feel a little confused on, but otherwise this survery was smooth and easy.",29,19,Female,Caucasian/White,Sophmore,REFUSE,91838
2024-09-23 12:02:08,2024-09-23 12:17:30,IP Address,161.130.189.234,100,922,True,2024-09-23 12:17:31,R_1zDiISWizQOXU0F,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,4,5,-10,19,-24,5,10,10,6,4,-10,4,-9,-4,12,14,24,25,26,23,-21,20,3,15,3,-8,-10,10,-7,-5,,,,,,,,,,3,-11,-2,Somewhat Surprised,Surprised,Slightly Surprised,21,11,15,-11,10,-12,4,10,7,8,13,-23,-10,-31,26,27,26,24,27,-10,14,-19,-8,-5,-4,-6,-6,Made me think critically of interesting topics,Reading the essays and letting my opinion slightly change,10,18,Female,Caucasian/White,Freshman,,91649
2024-09-23 12:23:21,2024-09-23 12:32:54,IP Address,161.130.189.212,100,572,True,2024-09-23 12:32:55,R_3391nvkVDFXgZMK,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Neither Agree or Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,50,29,17,31,-31,13,8,44,5,5,-50,21,-34,19,-50,8,19,50,6,6,-39,-10,21,-31,11,6,-22,50,-8,15,14,16,24,Somewhat Surprised,Very Surprised,Very Surprised,39,-31,20,,,,,,,,,,31,22,-27,13,14,50,14,13,-29,50,-50,50,50,50,20,17,21,31,-31,22,17,50,8,10,"The opportunity to explain my thoughts further then just yes and no. ","Going back and forth on my own moral standpoints. ",5,18,Female,Caucasian/White,Freshman,,92326
2024-09-23 12:34:18,2024-09-23 12:39:33,IP Address,161.130.190.28,100,314,True,2024-09-23 12:39:33,R_32ojPQdKp3fhVJ9,,,,,38.9361,-92.3056,anonymous,EN,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,-27,13,-21,-11,-18,11,14,10,12,10,23,8,-21,13,-9,12,23,29,12,9,32,25,-11,10,-6,9,15,15,7,3,,,,,,,,,,17,14,24,Not Surprised,Slightly Surprised,Not Surprised,27,5,16,8,14,20,19,14,11,8,8,29,14,-9,19,23,29,7,11,23,5,-7,14,11,16,10,10,Interesting topics,Moral vs ethical,29,19,Female,Caucasian/White,Sophmore,,91643
2024-09-23 12:27:58,2024-09-23 12:48:39,IP Address,161.130.189.243,100,1241,True,2024-09-23 12:48:40,R_7OGsR99QerG4s4a,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Strongly Agree,Strongly Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,Agree,45,34,-9,36,-46,25,39,34,15,23,-28,35,-15,28,-32,35,50,29,38,30,5,31,30,8,-14,10,-7,-7,-5,-4,20,-19,-21,Not Surprised,Surprised,Somewhat Surprised,29,21,42,,,,,,,,,,41,45,-37,-12,35,41,40,36,-27,22,-37,38,35,26,36,35,12,8,-6,-9,-5,-6,-6,-5,I liked that we got to guess where people in 2018 would score these questions and then we got to read a little bit about the topics. It was also interesting that one of the questions was how open are you to changing your mind.,"Sometimes some of the questions about is it moral or not I knew what I believed but was unsure how to represent that on the sliding scale. ",6,19,Female,Caucasian/White,Sophmore,,91104
2024-09-23 12:55:03,2024-09-23 13:15:24,IP Address,161.130.189.255,100,1220,True,2024-09-23 13:15:25,R_5niJSXbtm4xgj0R,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,16,-30,15,10,-10,0,0,0,2,3,2,9,6,6,-5,1,0,5,0,0,4,3,8,4,0,0,0,0,0,0,25,20,-20,Somewhat Surprised,Surprised,Slightly Surprised,50,-30,50,,,,,,,,,,16,0,0,0,0,0,0,0,8,-5,3,3,-6,11,3,-3,13,6,-9,0,3,4,4,-4,I liked that it asked if the answer one chose was because of their morals.,I did not understand completely some of the questions.,10,18,Female,Caucasian/White,Freshman,,92172
2024-09-23 12:59:55,2024-09-23 13:15:38,IP Address,161.130.189.234,100,943,True,2024-09-23 13:15:38,R_3tFDiHSeEIcxECf,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Strongly Disagree,Neither Agree or Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,-20,-42,0,50,-50,-18,-50,-50,-50,-50,-19,-40,50,21,-11,11,5,7,12,15,-50,43,50,50,22,50,-13,3,-50,-50,,,,,,,,,,-4,-50,-50,Not Surprised,Somewhat Surprised,Very Surprised,29,-21,-18,-50,21,-24,-29,-27,-50,-50,-50,-50,50,-50,50,21,50,50,50,-50,50,50,37,5,17,17,8,"We got to predict what the Americans thought about AI, Capital Punishment, and health care, and then see what the results were","Really just deciding if my opinions were reflective on my values and morals. Which in certain circumstances, i agree.",8,18,Female,"Caucasian/White,African-American/Black",Freshman,,92319
2024-09-23 13:01:53,2024-09-23 13:23:23,IP Address,161.130.189.223,100,1289,True,2024-09-23 13:23:24,R_1LwyOKxP4sEXeSD,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,25,0,30,0,-23,6,0,0,0,21,-10,10,20,0,-50,20,50,50,50,50,30,50,0,18,-17,-24,0,50,0,0,,,,,,,,,,35,50,-35,Not Surprised,Not Surprised,Very Surprised,47,33,39,50,41,-20,-14,0,50,0,0,24,36,-50,50,13,50,50,50,50,25,-25,19,50,50,0,0,It made me think about things I usually don't thin about.,"I was not very informed about these issues before reading the essays. ",8,18,Female,Caucasian/White,Freshman,,92330
2024-09-23 13:10:54,2024-09-23 13:24:25,IP Address,161.130.189.249,100,811,True,2024-09-23 13:24:26,R_5D1613h5sui4xag,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Strongly Disagree,Neither Agree or Disagree,Strongly Disagree,Disagree,Agree,Neither Agree or Disagree,45,-1,24,31,-24,-5,28,11,-9,-8,-22,25,-27,-38,12,15,50,50,45,47,-25,34,35,-33,33,-31,-25,-22,-19,-21,50,13,33,Slightly Surprised,Very Surprised,Not Surprised,50,40,50,,,,,,,,,,46,50,-27,-19,20,20,-17,-13,19,49,-37,43,50,50,50,50,21,42,-30,42,-19,-40,-21,-18,I liked that they gave statistics about how other Americans feel,"I thought the wording about ethics and moral questions was a little confusing. ",8,18,Female,African-American/Black,Freshman,,92378
2024-09-23 13:16:53,2024-09-23 13:29:50,IP Address,161.130.189.253,100,776,True,2024-09-23 13:29:51,R_38D5T0MzHTFohfK,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,0,-10,21,21,-21,9,9,10,9,11,29,30,-21,29,-31,30,29,30,28,14,-11,32,-11,20,-19,20,21,23,21,20,,,,,,,,,,14,40,-28,Slightly Surprised,Somewhat Surprised,Slightly Surprised,20,30,21,20,24,28,28,29,26,17,16,32,32,-24,30,29,28,25,24,-34,18,-23,18,17,18,19,18,"I liked that it sled me for my opinion before showing me the percentage of what other people thought. ","It was difficult to gauge how the morality of each opinion and how I would put it on my scale. ",9,18,Female,Caucasian/White,Freshman,,92179
2024-09-23 08:45:47,2024-09-23 13:40:58,IP Address,161.130.189.234,100,17711,True,2024-09-23 13:40:59,R_1jx2We0iWvAGsYv,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree or Disagree,Agree,Disagree,Neither Agree or Disagree,Strongly Agree,Agree,20,-10,5,12,-25,10,3,11,12,11,-5,9,5,35,38,39,40,29,44,37,17,41,-2,-8,31,-2,-13,-44,-46,-41,20,24,38,Surprised,Somewhat Surprised,Surprised,3,3,-17,,,,,,,,,,13,-12,8,15,8,-1,5,-6,4,-5,15,-4,2,3,4,4,3,4,6,6,7,-8,-2,-2,"it really tested my thoughts and ideas i had about the topics ",sometimes the questions seemed contradictory,10,18,Female,African-American/Black,Freshman,,91189
2024-09-23 13:50:03,2024-09-23 13:59:30,IP Address,104.166.199.218,100,566,True,2024-09-23 13:59:31,R_1CD58PL1YeocbcL,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Neither Agree or Disagree,Disagree,-16,0,11,9,-23,7,21,-16,-13,-18,13,-5,17,14,-20,17,0,-2,15,10,24,16,32,26,-25,-18,-20,-10,-20,-25,22,-12,-33,Not Surprised,Surprised,Surprised,31,-28,-16,,,,,,,,,,19,20,-25,19,-15,-16,-11,15,9,31,-35,38,2,27,20,17,-13,11,-12,2,-7,2,1,1,I liked how it gave you the opportunity to change your answers and opinions on the topic,thinking deeply about the topics to answer the questions,11,18,Male,Caucasian/White,Freshman,,91930
2024-09-23 14:21:37,2024-09-23 14:33:38,IP Address,161.130.189.221,100,720,True,2024-09-23 14:33:39,R_6Kl2dK3hY6qwoSK,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Disagree,15,-25,20,35,-28,16,17,24,0,14,-32,23,-20,50,-34,46,34,37,37,28,-43,30,-26,41,29,16,30,0,33,0,,,,,,,,,,22,-23,-22,Not Surprised,Surprised,Slightly Surprised,21,-20,10,17,17,-17,-15,0,0,14,0,-14,36,-25,35,31,31,24,24,-14,19,-11,-11,17,-9,15,15,"I liked being able to compare my opinions on the topics of health care, the death penalty, and AI with real percentages from data",None,8,18,Female,Caucasian/White,Freshman,,91990
2024-09-23 14:15:05,2024-09-23 14:46:32,IP Address,161.130.189.227,100,1887,True,2024-09-23 14:46:33,R_7RP3CokxvBwpD4G,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,11,-22,15,24,0,-13,-18,26,10,13,-10,19,6,0,20,21,16,16,16,12,-15,20,14,11,0,0,5,15,7,10,15,4,4,Not Surprised,Surprised,Somewhat Surprised,37,31,34,,,,,,,,,,26,11,5,6,7,8,0,8,-5,12,-14,17,19,18,14,14,10,-17,27,-2,-4,-4,-3,-2,Understanding America's view on their stances for certain issues.,No challenges.,8,19,Male,Caucasian/White,Freshman,,92437
2024-09-23 15:29:01,2024-09-23 15:39:53,IP Address,161.130.189.210,100,652,True,2024-09-23 15:39:54,R_3aXf4IP4obYGh9B,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,30,-10,-15,33,-10,16,33,33,21,25,-30,30,-13,27,32,38,32,33,30,31,-21,26,15,34,-20,14,16,20,17,18,,,,,,,,,,30,20,21,Surprised,Not Surprised,Surprised,41,31,37,35,47,-30,21,29,27,26,27,20,33,-34,21,24,25,24,25,25,24,-22,12,12,12,14,14,"I liked knowing the statistics of each of the topic statements. ","I had challenges with thinking about how most others would rate their agreeing or disagreeing with the statements. ",8,20,Female,Caucasian/White,Junior,,91873
2024-09-23 15:34:08,2024-09-23 15:47:24,IP Address,161.130.190.25,100,796,True,2024-09-23 15:47:25,R_5DY1s6mV2ykneCJ,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,40,-50,0,50,0,0,16,0,4,17,-4,20,-7,-13,32,9,-1,-1,-1,-1,-31,33,2,19,-21,9,-20,-26,-31,-29,,,,,,,,,,50,21,-20,Surprised,Somewhat Surprised,Slightly Surprised,41,46,30,40,48,-32,-23,15,15,1,1,20,11,-14,12,-13,-13,-14,-14,9,10,-12,8,-14,-16,-3,-2,"The essays that I read, were interesting to learn about.","Understanding some of the questions and what they were asking, and the percentages to each essay.",7,19,Female,Caucasian/White,Freshman,,92475
2024-09-23 15:37:53,2024-09-23 15:48:14,IP Address,52.124.39.169,100,621,True,2024-09-23 15:48:15,R_7gOspLmAERZUxS2,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Disagree,Agree,Disagree,10,-21,35,18,-16,13,-13,-15,-24,-23,-20,-41,40,20,-28,21,10,12,14,15,32,32,13,-11,15,-19,-22,-22,-32,-27,37,22,-12,Not Surprised,Surprised,Surprised,50,22,50,,,,,,,,,,39,27,-8,15,11,15,10,11,-37,22,-37,29,38,15,34,18,41,4,-10,6,5,5,5,5,"I liked that it ask the questions, then I read the essays, then ask the questions again.",I didn't have any.,6,18,Female,Caucasian/White,Freshman,,91693
2024-09-23 16:17:34,2024-09-23 16:22:14,IP Address,52.124.39.169,100,279,True,2024-09-23 16:22:14,R_7hASwv9GFDggCRU,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither Agree or Disagree,Disagree,Disagree,Neither Agree or Disagree,Disagree,32,21,21,12,-21,12,14,13,12,10,-34,19,15,16,-38,28,29,32,31,30,15,34,18,11,-8,17,8,5,4,4,49,34,36,Not Surprised,Surprised,Surprised,20,-29,26,,,,,,,,,,20,25,-38,41,33,30,35,39,-35,30,-37,36,37,37,22,33,16,5,-5,3,2,5,5,6,I liked the way it was set up.,no challenges,6,18,Female,Caucasian/White,Freshman,,91693
2024-09-23 17:05:22,2024-09-23 17:22:05,IP Address,161.130.190.27,100,1003,True,2024-09-23 17:22:06,R_5jGPpvnyT194Cha,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,10,-28,15,20,3,9,19,17,20,21,-10,11,11,26,-30,27,28,29,28,26,-31,19,-19,19,-27,20,-9,10,-12,-12,,,,,,,,,,20,-16,-41,Slightly Surprised,Somewhat Surprised,Surprised,50,-31,33,21,32,-32,32,30,30,29,31,-31,35,-33,33,35,34,33,34,-25,17,-18,15,16,16,16,15,I liked that there was a comparison of data from 2018 to 2024.,I had challenges understanding what some of the statements were implying.,9,19,Female,Caucasian/White,Freshman,,91411
2024-09-23 17:07:25,2024-09-23 17:34:26,IP Address,173.29.168.75,100,1621,True,2024-09-23 17:34:27,R_1YogCmOQAthFSXa,,,,,38.9336,-92.363,anonymous,EN,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,43,32,-27,48,-40,44,45,45,43,45,-46,36,-46,50,-46,50,50,49,50,50,-35,37,-28,46,-27,23,23,14,13,13,,,,,,,,,,-19,21,11,Somewhat Surprised,Not Surprised,Not Surprised,41,24,9,50,50,-50,50,50,49,50,50,-40,27,-50,38,42,37,47,44,-11,29,-35,22,21,11,17,17,Finding out public perception,"Thinking of ethical issues that I would be willing to compromise on, wording of question asking if there were important ethical aspects to *blank* without supporting the issue.",3,18,Male,Caucasian/White,Freshman,,92420
