"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"743",-22,19,30,-10,25,30,"It was interesting to see what percentage of Americans agreed with each subject","Some things I could agrue both ways. Like the death penalty I very easily see both sides of the argument. ",7,19,"Female","Caucasian/White","Freshman","91445","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.66666666666667,"Post",10,-12,42,32,34.2857142857143,-6.28571428571429
"744",-15,25,36,-50,21,31,"I liked the statistics shown from other people","placing my opinions",6,18,"Female","Caucasian/White","Freshman","92011","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,2.5,"Post",26,-50,-8,15.2857142857143,22.1428571428571,2
"745",-15,20,41,30,15,30,"I like how the question was asked several times after reading the essays to see how our answers were swayed and how much they changed. ","Some challenges that I ran into while completing the exercise were thinking deeply about the question being asked and the thinking about the way my answers were being changed. ",10,18,"Male","Caucasian/White","Freshman","92219","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3.5,"Post",24,25,-20,22.2857142857143,11.4285714285714,16.4285714285714
"746",0,30,12,14,21,17,"I liked including the statistics to see what the population thinks.","The sliding bar got repetitive and was hard to really see where my opinion lays.",6,20,"Female","Caucasian/White","Sophmore","92310","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.16666666666667,"Post",-5,26,16,14.8571428571429,15.2857142857143,9.85714285714286
"747",22,10,21,12,21,9,"I liked that the population opinion statistics were included.","I think the slide bars were very repetitive and a hard form of measuring someone's thoughts.",6,20,"Female","Caucasian/White","Sophmore","92310","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3,"Post",11,29,13,9.28571428571429,16.5714285714286,12
"748",25,25,10,25,30,25,"I like how it let us show how we could show our feeling about different topics on a scale.","It asked us some of the same questions twice and I could of had answered them differently.",6,19,"Male","Caucasian/White","Freshman","92107","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.83333333333333,3,"Post",5,10,-5,5.71428571428571,11.4285714285714,-0.714285714285714
"749",-29,13,25,0,23,16,"Made me think about my positions on issues.","Repetition of similarly formatted questions",7,19,"Male","Caucasian/White","Freshman","91093","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.66666666666667,"Post",3,2,0,-4.57142857142857,-5.71428571428571,-9
"750",21,20,38,20,3,31,"The subject was interesting.","I was asked to give percentages on a scale that was labeled on a scale from ""strongly disagree"" to ""strongly agree"".",1,20,"Female","Caucasian/White","Junior","91158","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,2,"Post",50,-50,10,50,50,-4
"751",23,21,31,-32,40,-20,"I thought the questions were different from other studies so it was nice.","Realizing that the questions were repeating made me think about what I had chosen before",4,18,"Female","African-American/Black,Asian/Pacific Islander","Freshman","91396","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,"Post",31,-32,-22,14.1428571428571,23.4285714285714,22.8571428571429
"752",-25,30,1,25,23,8,"It talked about current topics in the country","I didn't have any challenges ",6,19,"Female","Caucasian/White","Freshman","92530","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"Post",20,21,-16,-1.57142857142857,12,13.4285714285714
"753",-20,25,11,34,13,12,"It made you think of some of the moral aspects on certain topics","Required you to really think about your stance on some of the subjects",7,18,"Male","Hispanic/Latino(a)","Freshman","91194","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.16666666666667,"Post",7,-3,7,13.5714285714286,13.2857142857143,-4.57142857142857
"754",9,5,30,5,50,-42,"I liked that there were different percentages and viewpoints shown.","I struggled trying to make up my mind on a decision for some of the questions and ratings.",9,21,"Female","Caucasian/White,Hispanic/Latino(a)","Other","91472","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.33333333333333,"Post",4,19,-9,5.57142857142857,11,13
"755",30,-30,21,2,50,11,"I honestly did not enjoy it at all. I felt I was asked the same questions 30 times","I kept having to answer the same questions",11,19,"Female","Caucasian/White","Sophmore","91491","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.16666666666667,3,"Post",-28,-27,-30,-7,-6.42857142857143,0.571428571428571
"756",24,34,10,21,31,10,"It made me think of real world problems, and things that are being done around me by the government. ","Understanding the ratings to some things I didn't fully believe were as high as they should've been.",9,18,"Female","Caucasian/White","Freshman","91481","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.33333333333333,"Post",35,12,15,16,12.5714285714286,-3.14285714285714
"757",-40,-15,10,-40,30,-10,"That there was a slider; I didn't have to pick strongly agree versus agree","The questions being the same at the end made me want to answer the same thing as I did originally and not want to pay as much attention because the questions were the same.",5,19,"Female","Caucasian/White","Sophmore","91694","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.16666666666667,"Post",-10,35,-20,11.4285714285714,16.4285714285714,13.5714285714286
"758",-7,8,-8,5,5,-5,"things I liked were being able to give input based on what I believe and don't believe as far as AI, death penalty, health care services, etc. ","I found challenges in having to form an opinion on things I may have not considered before. ",6,19,"Female","Caucasian/White","Freshman","92301","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3.16666666666667,"Post",8,16,-17,2.42857142857143,2.14285714285714,2.71428571428571
"759",-11,15,10,4,37,11,"I like how I could compare my first responses and then my responses after I read the passages ","Being able to pick a number on the sliding scales ",5,19,"Female","Caucasian/White","Sophmore","91901","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.5,"Post",26,-3,34,5.28571428571429,11.8571428571429,-0.428571428571429
"760",-10,20,0,10,25,5,"I liked that I had a wide range on the scale because I am not always 100% agreeing or disagreeing with a statement","I was confusing the information of some the articles because I read one after another",4,18,"Female","Caucasian/White","Freshman","91858","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3,"Post",30,10,-33,6.57142857142857,13.7142857142857,11.7142857142857
"761",36,24,50,-31,50,-50,"It got to the point. ","N/A",6,18,"Female","Caucasian/White","Freshman","91331","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,3.16666666666667,"Post",23,35,-50,5.42857142857143,12.5714285714286,-16.1428571428571
"762",27,-39,44,-15,31,-19,"Gave lots of different ways to answer the questions. ","I had none. ",1,18,"Female","Caucasian/White","Freshman","91849","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3,"Post",44,34,50,46,45.1428571428571,-25.7142857142857
"763",-22,34,-21,11,33,18,"I liked that it gave me a range to pick from about my opinion. ","Not knowing a lot about the topics at hand.",4,18,"Female","Caucasian/White","Freshman","91114","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3.33333333333333,"Post",38,-30,30,9.57142857142857,25.1428571428571,-3.71428571428571
"764",35,18,46,-43,37,14,"Being able to use a slider to choose my level","Thinking about the moral implications of AI",1,19,"Male","Caucasian/White","Freshman","91367","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,2.83333333333333,"Post",25,-50,-32,25.4285714285714,35,11.1428571428571
"765",-26,32,26,-30,22,16,"I liked how they gave other opinions and let you decide before seeing that. ","I had challenges with deciding which are moral problems like AI. ",8,18,"Female","Caucasian/White","Freshman","91360","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3,"Post",25,-43,16,24.4285714285714,14.7142857142857,6.71428571428571
"766",26,36,11,41,21,24,"It was very easy to follow. ","There seemed to be repeated questions for different groups of people which became a little confusing. ",6,18,"Female","Caucasian/White","Freshman","91281","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3,"Post",14,16,31,7.57142857142857,8.42857142857143,16
"767",-34,30,-50,50,27,27,"I liked the repeat of questions after reading the material.","I didn't have a lot of knowledge on some of the topics. ",6,18,"Female","Caucasian/White","Freshman","91418","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.66666666666667,"Post",18,-4,-15,12.2857142857143,11.7142857142857,12.5714285714286
"768",-50,1,1,14,21,-2,"I liked that I could be in the middle of different opinions. ","It asked me the same question muiltple times. ",10,18,"Female","Caucasian/White","Freshman","91113","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3,3.5,"Post",4,19,-38,0.714285714285714,2.28571428571429,-25
"769",2,0,1,1,1,1,"I liked that I could be in the middle of two different opinions ","No problems ",11,18,"Female","Caucasian/White","Freshman","91113","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",1.5,1.5,"Post",1,1,1,0.857142857142857,0.714285714285714,0.714285714285714
"770",12,14,7,14,36,26,"It is eye-opening","Estimating that stats from 2018. ",3,18,"Female","Caucasian/White","Freshman","92399","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,3.66666666666667,"Post",30,-40,-12,20.7142857142857,22.7142857142857,2.85714285714286
"771",1,11,29,-28,32,32,"I liked that they are all very common topics that need to be addressed, and they were all something I knew about and understood.","There weren't really any challenges.",4,21,"Female","Caucasian/White","Junior","91854","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,"Post",41,-34,20,12.2857142857143,31.8571428571429,10.8571428571429
"772",-20,30,21,24,21,21,"The slider allowed for a more precise answer","Thinking about serious moral issues",6,18,"Male","Caucasian/White","Freshman","92346","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3,"Post",16,10,30,20.5714285714286,31.7142857142857,13.5714285714286
"773",-36,42,23,-19,15,26,"the information I got from AI it was really interesting and the comparison between how healthcare involves the morals and decision making behind it.","Well it took some critical thinking skills and you really had to keep an open mind and think about the big picture.",4,19,"Female","Caucasian/White,Asian/Pacific Islander","Freshman","91835","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.16666666666667,4.16666666666667,"Post",21,-33,21,12.2857142857143,6.42857142857143,7.28571428571429
"774",25,35,50,-33,32,18,"I liked how the scale was used instead of just multiple choice. ","I had trouble remembering the exact data from the essays shown. ",3,20,"Female","Caucasian/White","Sophmore","91897","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.16666666666667,"Post",41,-40,12,35.8571428571429,37.4285714285714,9.71428571428571
"775",-42,27,20,-5,20,15,"I liked the issues that were presented to me. They are popular conversations that are occurring in our society. ","I did not really understand the questions or situations I had to ""agree"" or ""disagree"" with. ",6,18,"Female","Caucasian/White","Freshman","91735","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,"Post",20,36,21,3.57142857142857,11.8571428571429,2.14285714285714
"776",40,-39,50,-47,50,-40,"very easy layout and setup; made everything easier to understand :) i also liked that i learned something out of it","the questions about morals were a bit repetitive/hard to differentiate",2,18,"Female","Caucasian/White","Freshman","92664","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,3.5,"Post",50,-50,-50,50,50,45.2857142857143
"777",20,32,39,-31,41,19,"The concepts were interesting. ","The repetitiveness. ",3,20,"Female","Caucasian/White","Sophmore","92463","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3.5,"Post",40,-50,28,50,35.7142857142857,2.57142857142857
"778",15,17,12,-20,29,-14,"That I read essays and articles that could possibly sway my opition, then answer the same questions after reading them","Remembering what I said prior to reading the essays, and thinking about how right or wrong things are, and using my rationale",4,19,"Male","Caucasian/White","Freshman","92343","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.83333333333333,"Post",11,33,-16,16,26.8571428571429,17.7142857142857
"779",30,-30,30,-40,40,-20,"I liked how easy this exercise was to understand. ","The challenges I had was deciding my answers to some of the questions. ",3,18,"Female","Caucasian/White","Freshman","92464","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3,"Post",35,-40,-30,37.8571428571429,41.4285714285714,34.2857142857143
"780",12,20,50,-50,30,-43,"N/A","N/A",9,18,"Female","Caucasian/White","Freshman","92395","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.5,"Post",50,50,-50,28.4285714285714,45.7142857142857,22.4285714285714
"781",25,16,23,30,31,19,"It was eye opening and made me think about important political stances. ","Reflecting on my own morals. ",2,18,"Female","Caucasian/White","Freshman","92399","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",5,2.83333333333333,"Post",29,-28,-24,25.7142857142857,24.8571428571429,7.85714285714286
"782",1,27,20,15,34,-20,"I liked forming opinions on things I do not think of often. It was an interesting challenge.","Some of the system was confusing, especially when rating percentages as it relied on a scale -50 through 50 when percentages would be 0 through a 100. ",5,18,"Female","Caucasian/White","Freshman","92129","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3,"Post",-13,15,-37,24.2857142857143,25.8571428571429,37.1428571428571
"783",20,15,45,-25,20,30,"I liked that there was a sliding scale for me to explain my standpoint on how I felt about each topic. I felt I was able to accurately represent my standpoint because of this. ","I felt that some of the questions (specifically about AI) could have been more clear or definitive. ",5,18,"Female","Caucasian/White","Freshman","91763","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,2,"Post",30,-50,-10,27.2857142857143,40,20.1428571428571
"784",10,0,12,-50,32,13,"I liked all the specificities about the three big topics and my position on them.","it felt a little repetitive.",6,18,"Female","Caucasian/White","Freshman","91179","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,3.5,"Post",14,-50,-23,14.4285714285714,15.1428571428571,11
"785",-16,17,30,-12,29,-30,"I liked how it had around 100 numbers on the slider, and how it asked the same questions again","understanding some of the questions",11,19,"Male","Caucasian/White","Freshman","91128","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,4,"Post",-30,30,40,-4.28571428571429,8.71428571428571,9.28571428571429
"786",-20,31,13,-10,24,-17,"It was easy to answer the questions.","It tested my thoughts and morals.",9,18,"Male","Caucasian/White","Freshman","91345","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,"Post",26,18,24,20,24.7142857142857,19.7142857142857
"787",22,-5,50,-3,18,1,"The easy slide scale system ","how many of the same questions were asked ",8,18,"Male","Caucasian/White","Freshman","91657","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,2.83333333333333,"Post",-8,8,10,-6.28571428571429,2.71428571428571,-0.857142857142857
"788",37,13,31,14,40,22,"That there was a scale on the questions","what the difference between Morals and Ethics is.",9,19,"Male","Asian/Pacific Islander","Sophmore","91883","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.16666666666667,"Post",-50,32,13,0.857142857142857,14.8571428571429,11
"789",0,16,10,10,11,4,"I liked the topics of the questions because they really made me think about my stances on these topics.","It took me a bit to actually think about the questions.",6,18,"Female","African-American/Black","Freshman","91779","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.66666666666667,"Post",43,31,-21,28.8571428571429,33.8571428571429,20.7142857142857
"790",-10,19,-12,24,31,32,"It was easy because it is my opinion.","I had none.",9,19,"Male","Caucasian/White","Freshman","91807","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.83333333333333,"Post",31,-9,32,13.1428571428571,13.1428571428571,7.42857142857143
"791",40,-20,45,-50,25,-50,"I liked how you all showed the results from the 2018 poll. ","Keeping interest when reading the essays. ",1,18,"Male","Caucasian/White","Freshman","91250","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.5,"Post",50,-50,-50,10.4285714285714,28.4285714285714,14.7142857142857
"792",6,29,34,-18,41,-19,"I think these are topics that are very relevant to today especially as I am at the age where I can now vote. ","Some of the topics I am not as passionate about so it wasn't as important for me to answer these. ",6,18,"Female","Caucasian/White","Freshman","91730","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"Post",31,-11,-33,15,30.4285714285714,22.1428571428571
"793",45,-40,41,-10,41,10,"Quick and easy. ","N/A",9,19,"Male","Caucasian/White","Sophmore","91085","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,4,"Post",-29,30,12,-5.28571428571429,13.5714285714286,-6.14285714285714
"794",21,19,50,-41,50,50,"N/A","N/A",5,19,"Female","Caucasian/White","Freshman","91980","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",2,2.5,"Post",31,-50,25,-11.4285714285714,24.2857142857143,-13.7142857142857
"795",0,-17,-22,3,1,1,"the questions on problems in the U.S.","moral beliefs and questions on universal health and not in the health field",11,18,"Male","Caucasian/White","Freshman","91123","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,4,"Post",0,0,12,0.285714285714286,0.285714285714286,0.428571428571429
"796",21,14,28,-50,50,4,"I liked how easy it was to understand and complete. ","None",5,19,"Female","Caucasian/White","Freshman","91818","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.5,"Post",41,-50,-24,37.2857142857143,35.7142857142857,-17
"797",32,13,35,17,33,13,"that there was a scale","it would have been helpful for some the know the difference from moral and ethic ",9,19,"Male","Asian/Pacific Islander","Sophmore","91883","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",2.66666666666667,3.33333333333333,"Post",-50,28,22,4.71428571428571,11.5714285714286,13.8571428571429
"798",19,17,22,14,30,20,"I appreciated how in depth the questions were about my opinions on the topics.","There were a lot of the same question so it got a little repetitive at times.",6,18,"Female","Caucasian/White","Freshman","91179","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,3.16666666666667,"Post",10,-8,13,10.5714285714286,-4.85714285714286,12.5714285714286
"799",-9,16,15,9,13,10,"I liked how we were able to give our opinion freely.","I had to think of how I truly felt on some topics. ",6,18,"Female","Caucasian/White","Freshman","91794","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,2.66666666666667,"Post",9,-30,-13,13,19.8571428571429,6.71428571428571
"800",31,16,30,32,34,28,"The topics discussed because they are very prominent in today's day and age. ","Choosing the slider location ",10,19,"Female","Caucasian/White","Freshman","92027","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.83333333333333,2.83333333333333,"Post",-20,-24,32,21.5714285714286,26.8571428571429,27
"801",10,30,10,20,35,15,"I liked how it let me give my opinions first, then read how others on surveys responded, and then allowing em to answer again while thinking of those surveys.","I did not have any challenges.",5,18,"Male","Caucasian/White","Freshman","91615","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.16666666666667,"Post",30,-10,20,32.1428571428571,23.5714285714286,7.14285714285714
"802",2,6,4,3,3,5,"EVerything","not much",5,19,"Male","Caucasian/White","Freshman","91862","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3,"Post",1,1,1,0.857142857142857,0.428571428571429,0.714285714285714
"803",7,11,23,7,30,-10,"I liked how there was a scale to rate how you felt so that it was not so black and white in my response. ","I have mixed emotions on some topics, so it was difficult to rate my opinion. ",8,18,"Female","Caucasian/White","Freshman","92137","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,3.33333333333333,"Post",19,37,-45,12.4285714285714,13.1428571428571,12.2857142857143
"804",-25,31,23,10,19,10,"the opinion based by the sliders","nothing",7,18,"Male","Caucasian/White","Freshman","92281","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,"Post",14,12,-50,3.28571428571429,16.4285714285714,1.28571428571429
"805",50,-10,50,-40,50,-50,"It let me answer on all the topics again after seeing how other Americans thought. ","Some of the questions seemed very similar so it was hard for me to really differentiate any of my answers. ",7,18,"Male","Caucasian/White","Freshman","92523","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,"Post",20,-40,-50,44.2857142857143,50,-18.5714285714286
"806",-50,20,-20,20,31,8,"The ability to specify the number instead of picking in intervals of 5","Not many other than tweaking a few numbers from the first time I took the survey",8,18,"Male","Caucasian/White,Hispanic/Latino(a)","Freshman","92285","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,"Post",-9,14,-26,7.14285714285714,11.8571428571429,6.14285714285714
"807",-20,30,25,-10,20,10,"I liked that it gave statistics from the past and that it talked about morality.","I had a hard time guessing what the publics stance was on the ethical issues.",7,18,"Female","Caucasian/White","Freshman","91358","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.16666666666667,"Post",10,-20,-20,30,50,20
"808",15,24,17,-13,22,15,"I liked the way this exercise was set up. It was smart to ask my me opinions, then introduce others opinions and see in the end, with asking me my opinion again, if it had changed. ","I wanted to be able to explain my answers more than I was able to. I was also surprised with some other people's views and it made me reconsider some of my own thoughts a little nit. ",9,19,"Female","Caucasian/White","Freshman","92111","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,"Post",28,-10,35,28.5714285714286,19.5714285714286,-0.714285714285714
"809",13,-8,-10,-7,9,6,"I liked there was a sliding scale for some of the questions. It allows for a more in depth view of an opinion.","none.",4,18,"Female","Caucasian/White","Freshman","91185","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3,"Post",23,-9,17,12.8571428571429,31.1428571428571,-8.57142857142857
"810",42,0,39,37,46,28,"There is a wide range of how much i can say i agree or disagree","it was repetitive",5,18,"Male","Caucasian/White","Freshman","91922","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.33333333333333,"Post",-18,-11,-37,-14.1428571428571,20,18.8571428571429
"811",42,9,50,8,50,-41,"It talked about a variety of topics ","I didn't really think that AI should be used in the workplace ",7,18,"Male","Caucasian/White","Freshman","91086","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.33333333333333,2.33333333333333,"Post",21,50,-50,2.71428571428571,3.71428571428571,4.14285714285714
"812",10,-13,27,15,24,18,"Seeing the statistics of Americans view on AI, Capital Punishment, and Universal Healthcare","I didn't really have any challenges",5,18,"Male","African-American/Black","Freshman","92715","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.33333333333333,2.83333333333333,"Post",31,-15,-9,15.4285714285714,18.5714285714286,20
"813",10,25,44,-15,28,41,"getting to see other people's insight on some interesting moral questions","thinking about how i actually feel on the given topics",10,19,"Male","Caucasian/White","Freshman","92143","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,3.33333333333333,"Post",-8,11,-28,1.14285714285714,20.2857142857143,21
"814",-11,24,-16,-8,19,9,"Seeing the difference between my standpoint and others.","Really thinking about the topics at hand.",4,18,"Female","Caucasian/White","Freshman","92499","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,2.83333333333333,"Post",14,-27,-17,0.571428571428571,3.14285714285714,2.14285714285714
"815",20,30,20,20,40,30,"I really liked that it was sort of interactive. We were given real point of views for each of the moral issues. Along with this I also liked how we were able to guess what the population has thought about these issues in the past and then see the results.","I did not have any challenges.",2,19,"Female","Caucasian/White","Freshman","91747","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.5,"Post",40,40,25,36.2857142857143,38.5714285714286,34.2857142857143
"816",-9,25,-15,24,32,-3,"the dragging bar to get specific on how i felt about the subject ","there was a lot of little questions that i feel like had the same meaning so you need to limit the amount of repeat questions ",8,18,"Male","Caucasian/White","Freshman","91661","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,2.66666666666667,"Post",-11,13,30,-7.42857142857143,-3.14285714285714,13.1428571428571
"817",25,-1,37,2,43,5,"I like how it asked me about some controversial topics the US can have. ","It was hard for me to really decide what level I felt for each topic. I had to sit and think about it.",3,19,"Female","Caucasian/White","Freshman","92466","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,"Post",20,-21,-11,7.42857142857143,-6.42857142857143,5.71428571428571
"818",10,20,20,30,30,50,"I liked how we got to try to estimate the survey results and then get to see the results after.","There were not many challenges I ran into except for the survey being very repetitive at times so it's harder to stay focused. ",8,18,"Male","Caucasian/White","Freshman","92351","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,2.66666666666667,"Post",-10,30,30,-1.42857142857143,4.57142857142857,11.1428571428571
"819",37,-33,22,20,38,27,"I liked that you showed the stats before and after we had made our convictions","none",3,20,"Female","Caucasian/White","Junior","91191","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2,"Post",34,23,22,30.1428571428571,28.5714285714286,27.7142857142857
"820",28,29,1,1,29,36,"all of it ","I am not very familiar with the capital penalty.",6,19,"Female","Caucasian/White","Sophmore","91212","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.83333333333333,"Post",30,1,39,15.2857142857143,0.714285714285714,11.5714285714286
"821",10,7,10,5,10,5,"easy to respond ","long",5,19,"Female","Caucasian/White","Sophmore","91212","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,2.5,"Post",20,-7,10,-0.428571428571429,-0.285714285714286,1.14285714285714
"822",1,-22,-13,14,50,26,"Relevant topics","not sure how my opinion reflect on the scales",6,19,"Female","Caucasian/White","Freshman","91623","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.16666666666667,2.5,"Post",12,-50,20,10.8571428571429,31.4285714285714,8.42857142857143
"823",8,26,-18,24,39,41,"I liked how there was a sliding bar and not just options because you could be in the middle of two options and not know which one to pick.","Having to think if its ethical or not.",2,18,"Male","Caucasian/White","Freshman","92524","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,"Post",24,-17,36,29.2857142857143,40,17.1428571428571
"824",21,-31,22,-50,30,-30,"It made me think about my beliefs.","It seemed redundant. ",3,22,"Male","Caucasian/White","Junior","91300","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.16666666666667,"Post",50,-50,23,50,50,15
"825",26,17,-16,25,38,32,"The articles and statistics given to see how I personally relate to them","Understanding some of the questions",8,18,"Female","Caucasian/White","Freshman","92210","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,"Post",9,26,33,17.2857142857143,26.1428571428571,17
"826",-50,20,31,-32,29,-50,"It was fun to move the slider.","I was annoyed that I had to answer the questions twice.",6,19,"Female","Caucasian/White","Sophmore","91633","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,3,"Post",30,-50,-50,50,50,36.2857142857143
"827",35,21,50,2,50,-50,"it made me think and reflex","i do not have a stance on captital punishment because it is just so complex of an issue. ",9,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","92245","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.66666666666667,"Post",-23,5,-41,15.7142857142857,49.8571428571429,50
"828",22,0,1,1,50,2,"I liked that it made me think more into my beliefs. I also got to see what others were thinking about. ","The only challenge I had was figuring out if I actually believed in something more than I thought I did or not. ",6,18,"Female","African-American/Black","Freshman","91170","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.33333333333333,"Post",28,2,6,18,17.7142857142857,8.42857142857143
"829",21,1,31,-2,43,3,"I liked how I was able to dig deeper into MY own thoughts about these statements given to me. ","I did have a challenge with my agree ranking or disagree ranking. The questions really did have me thinking. ",6,18,"Female","African-American/Black","Freshman","91170","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.5,"Post",30,3,5,20.4285714285714,23.4285714285714,12.8571428571429
