"","X","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","SILS_1_1","NLINE","SNS_SCORE","condition","P1","P2","P3","P4","Suprise_1","Suprise_2","Suprise_3","Suprise_4","GSS_1","GSS_2","GSS_3","GSS_4","CRR_1","CRR_2","CRR_3","CRR_4","Age","Gender","Race","School_Year","Like_Free_Response","Hard_Free_Response"
"287",86,534,100,90,60,100,3,3,5,4,4,4,2,3,3,2,3,2,2,2.46478573356468,3,"Low",100,80,50,100,4,3,2,1,80,60,50,100,60,60,50,100,18,2,"1",1,"I liked how it showed the real percentages of people in the 2018 study, so you could see how other people thought. ","I had challenges with where to put myself on some of the slides just because I don't know much about the topics, like death penalty and the universal health care. "
"288",87,731,70,35,100,100,3,4,4,3,3,3,4,3,3,2,4,2,2,2.36559341944605,3.875,"Low",33,50,82,100,4,2,5,1,51,61,71,87,35,51,56,100,18,1,"1",1,"easy to use and understand what was being asked","no challenges"
"289",90,739,84,68,66,100,4,4,5,3,4,4,2,2,3,4,3,4,3,1.13101881627145,4.125,"Low",80,60,50,100,3,1,2,1,85,60,50,100,90,70,20,100,19,2,"1",1,"I like that i got to see the results after i made my estimation and that i got to compare my idea of what i thought the results would look like to the actual results.","There is a lot of gray areas when it comes to health care and what if questions that you ask yourself."
"290",91,458,90,50,60,100,4,4,5,4,5,5,2,2,4,1,3,3,4,4.1149616734143,3.5,"Low",90,40,60,100,5,3,4,1,88,70,50,100,70,45,49,100,18,2,"1",1,"I liked how you brought up the past surgery from 2018 and asked for our reactions. I also like how you made the questions simple and easy to understand.","I didn't have any."
"291",93,665,35,20,10,0,4,4,4,3,3,4,3,2,2,2,3,3,1,0.592549103528051,3.75,"Low",50,10,10,100,1,2,2,1,20,10,10,0,70,55,40,100,NA,NA,"",1,"I like how it brought up studies and news I remember hearing years ago.","I misread the question about forced labor and slavery in the start of the exercise. I meant to put it on 100."
"292",95,1438,82,61,8,92,5,5,5,4,5,5,2,3,4,4,4,4,3,1.4267997686524,4.625,"Low",94,93,5,100,5,3,4,1,59,59,29,19,72,60,19,99,19,2,"1",2,"I liked thinking and reflecting on what the general public's opinion is at certain times in recent history. News comes and things change so fast, it's good to think about the political landscape and how quickly things can happen.","Remember what certain topics were like in certain years, and what the public's opinion was."
"293",98,1132,0,100,0,100,3,3,2,2,2,4,4,5,4,5,5,3,3,2.60536167341431,3.625,"Low",0,93,0,100,4,3,4,1,60,50,52,100,52,53,36,95,32,1,"1,5",3,"It was very interesting to see what peoples' perception was back in 2018.","I didn't have any challenges with the exercise."
"294",100,884,100,100,14,100,3,5,5,4,5,4,2,1,3,1,2,2,4,0.909475959128591,4.75,"Low",100,100,5,100,3,2,4,1,43,33,55,87,65,55,32,100,18,2,"1",1,"One, I think it reminded me of my beliefs and what I feel so passionate about. And two, I think it showed me how difficult it is to have people stray away from traditional beliefs and adapt with society","I struggled guessing what percentage others believed in, but after and seeing the results, it was still really cool to see."
"295",102,372,100,100,22,100,4,4,5,5,2,4,2,5,1,2,1,1,4,3.74981744103849,3.75,"Low",100,100,7,100,1,1,2,1,37,39,71,100,84,87,6,100,18,2,"1,5",1,"I liked predicting the results. ","none "
"296",103,579,90,90,0,100,5,4,5,3,5,5,4,4,3,2,3,4,4,1.19270315532421,4.125,"Low",91,81,0,100,2,1,2,1,61,35,15,100,35,20,35,100,18,2,"1",1,"I think it was interesting to see what I thought people's thoughts were in 2018 and liked seeing the actual results. ","None"
"297",106,1282,100,100,5,100,1,2,5,2,4,5,2,4,1,1,4,2,4,0.534490495469443,3.625,"Low",100,90,10,100,4,1,1,1,65,40,45,98,45,52,50,97,24,2,"1",2,"I liked that it gave the results of what the original survey taken in 2018 were, instead of just asking me what I thought they were.","I think it would be good to define ""ethical"" before having participants answer. I don't think everyone has the same personal definition for it. "
"298",107,191,72,76,76,81,3,3,3,3,3,3,3,4,3,3,4,3,3,5.76263648865754,4.625,"Low",57,69,75,69,3,4,3,4,74,69,90,80,69,67,76,64,18,2,"1",1,"I learned many different stratagies. ","Some of the vocab was difficult. "
"299",110,368,100,100,48,0,1,5,4,3,4,5,3,4,3,3,3,3,3,0.905906368485316,4.75,"Low",100,50,0,100,1,3,2,1,100,0,1,0,100,0,0,100,21,1,"1",4,"good questions","understanding the meaning of the questions early on"
"300",112,524,66,85,36,100,3,4,4,4,4,4,2,2,3,4,2,1,2,1.12979171004434,4,"Low",50,81,31,100,4,3,4,2,49,80,16,78,74,61,28,100,18,2,"1",1,"I liked being able to find out the actual statistics from 2018.","Understanding a few of the questions. "
"301",114,1223,100,100,50,100,3,4,4,3,5,5,3,2,4,3,4,3,3,1.60800294325557,3.625,"Low",90,90,50,100,5,3,1,1,70,100,50,90,100,71,60,100,20,2,"3",3,"I think what I liked about this exercise is that I found an interesting fact about the percentage of Americans who agreed about the carbon emission thing in 2018. I was definitely surprised by the result. ","I do not think I have any challenge in this exercise "
"302",116,340,49,49,48,92,3,3,3,3,3,3,3,3,3,3,3,3,1,1.75273811451706,3,"Low",51,65,61,99,3,3,3,3,62,30,50,95,67,59,49,91,18,2,"1",1,"It was repetitive so I could see if I changed my mind on the questions. ","I kept changing my mind. "
"303",117,648,100,100,10,100,4,2,5,3,5,5,3,2,2,3,4,4,3,0.56896313861577,4.125,"Low",100,100,6,100,1,3,5,1,41,50,70,100,60,51,20,100,20,2,"1",3,"I liked that it was set up like a survey.","I didn't have any."
"304",119,856,85,0,30,100,5,4,5,3,4,5,1,1,3,3,3,2,3,1.99841577019472,4.5,"Low",80,0,40,100,5,2,1,1,72,51,69,90,50,52,52,100,18,2,"1,6",1,"The questions were repetitive and simple.","None really, everything was very simple."
"305",120,268,100,80,1,12,3,3,3,3,3,3,3,3,3,3,3,3,3,7.25041597583703,3.625,"Low",50,50,50,50,2,3,2,2,100,89,7,6,100,29,26,48,20,2,"1",2,"myself and the society","Ethical Considerations"
"306",123,1670,100,100,50,100,5,5,5,5,5,5,2,3,3,2,3,4,4,1.27230636848532,4.75,"Low",100,91,51,100,5,2,5,5,35,41,70,85,60,71,30,100,18,2,"1",1,"I liked seeing the real number, which I thought were very interesting and sometimes surprising. ","I had a skewed view of how the general public might feel because I'm mostly surrounded by people who think similar to me. "
"307",124,1038,63,43,80,100,4,4,4,3,4,4,2,2,3,3,4,4,4,0.772829805282437,3,"Low",40,40,75,100,4,1,1,1,60,70,40,80,50,70,70,100,18,2,"1",1,"I liked being able to estimate how I thought Americans thought, then see how different my guesses were to the actual answers. ","It was hard for me to decide whether or not the percentages for each issue went up or down between 2018 and 2023."
"308",126,841,100,97,5,100,3,4,5,4,5,5,1,2,2,3,2,2,3,0.629047387700019,4.375,"Low",100,96,5,100,4,1,5,1,65,41,71,92,50,57,36,100,18,2,"1",1,"The slider gave me lots of options to rate my agreement","None"
"309",128,841,50,17,38,100,4,4,4,4,4,5,1,1,2,2,4,2,4,0.720872784525416,3.25,"Low",50,34,30,100,3,4,5,1,80,38,34,100,75,58,27,100,18,1,"1",1,"I enjoyed the brevity and simplicity of the excersize.","the question about green house gasses contained two statements: green house gasses are caused by humans and that these gasses affect our climate. I only agree with one of them but not the other so I was unable to properly answer that question in regards to how I feel."
"310",130,1010,86,20,1,100,4,4,5,4,5,5,2,2,3,3,3,4,4,0.97500440845704,3.75,"Low",70,20,1,100,4,1,2,1,75,60,30,95,60,43,40,99,18,2,"1",1,"I liked that I was able to use the slider to choose the percentage that I thought was right.","My challenge was trying to estimate what I thought others would have chosen, because I was not sure what they might have chosen."
"311",132,969,63,53,13,100,4,4,5,3,5,4,2,2,3,2,2,2,5,5.30531551956815,2.875,"Low",92,81,8,100,1,3,4,1,81,52,9,100,100,89,15,100,18,2,"1",1,"I liked thinking about these things and giving my opinions on them ","Maybe have a couple more questions"
"312",135,469,49,46,84,100,3,4,4,3,4,5,4,2,4,3,3,3,4,2.62335532420796,3.875,"Low",53,55,74,100,2,2,5,1,54,52,87,100,50,61,86,100,18,1,"1",1,"It was interesting to see other people's point of views on those topics. I was surprised on some of the results. ","It was a challenge to estimate how people felt on some topics because of how diverse the topics are. "
"313",136,1059,70,100,40,100,5,5,5,5,4,5,1,3,1,3,4,3,4,0.821773035151983,3.75,"Low",70,100,25,100,4,1,4,2,40,45,70,100,50,55,25,99,18,2,"1",1,"The questions were easy to understand and simple to complete. ","I didn't have any issues with the exercise. "
"314",139,613,100,100,50,100,4,3,2,2,4,3,2,3,3,3,2,4,1,1.70205236167341,3.875,"Low",100,98,50,100,4,1,4,1,100,100,50,100,60,31,98,100,19,2,"1",1,"it showed the real stats of the percentage of people in the us that agree with the statement prodvided and asked if you were surprised to see how many people really know there countries difference in viewpoints ","Just guessing the amount of arrogance of people of our country going against facts believe different ideologies even if they are against normal human ethics"
"315",140,476,87,81,50,100,4,4,5,4,5,5,1,2,3,3,3,4,4,1.04526192404087,3.5,"Low",82,67,25,91,4,3,3,2,51,39,65,81,71,63,26,98,18,2,"1",1,"I think the questions were very relevant to my life and things that I have an opinion on. ","It was a very broad sliding scale - I almost feel like I had too many options. "
"316",142,1604,100,100,0,100,4,4,5,2,5,5,3,4,4,3,5,4,4,0.527957162136109,4.125,"Low",100,100,0,100,4,3,4,1,60,75,40,99,49,60,25,99,18,2,"1",1,"I liked that I got to compare what I thought to what others believe to asses my own knowledge of how the US population thinks.","I had a bit of trouble comprehending a few of the questions about how I think about social issues."
"317",144,856,81,74,0,100,4,5,4,5,3,4,1,2,3,3,4,2,2,0.806291960670908,3.875,"Low",80,71,0,100,2,3,1,1,58,71,46,100,60,60,31,100,18,1,"1",1,"It was interesting to see the results to see how the general population thought of these issues.","Recalling what the social environment looked like in 2018 and general public's beliefs."
"318",147,659,100,60,40,100,4,4,5,4,5,5,1,2,3,1,3,4,3,0.560993419446051,4.625,"Low",100,65,35,100,2,3,3,1,65,24,80,100,90,30,30,100,18,2,"1",1,"How open and direct all of the information was. How clear and easy it is to read","Wish all line marks were labeled and worked the same"
"319",150,1361,50,80,50,100,3,4,3,3,3,5,4,4,1,3,4,4,3,4.69330453055716,2.75,"Low",50,95,50,100,2,3,3,1,40,90,50,96,65,95,35,100,18,2,"1",1,"i liked how i got to see what people's opinions were 5 years ago","trying to figure out what people thought what was most important in 2018"
"320",152,526,85,47,70,100,4,4,5,5,5,5,1,2,3,2,3,4,5,3.49181393226656,4.625,"Low",100,49,81,100,5,3,4,1,61,100,30,30,100,73,30,100,18,2,"1",1,"How straight forward the activity was","N/A"
"321",154,673,60,85,60,100,4,4,4,3,5,5,2,4,4,3,4,4,4,8.9115345671872,3.75,"Low",60,100,30,100,1,1,3,1,51,100,20,100,69,100,51,100,19,2,"1,2",1,"I like how the exercise ask about real word problems  and showed how other people think on those topics. ","I had no challenges. "
"322",156,823,78,69,50,100,4,4,4,4,4,4,2,2,3,3,2,3,2,1.01254262579526,2.625,"Low",75,75,50,100,4,1,1,1,50,58,41,81,33,51,42,99,19,2,"1",1,"showing the correct answers","None
"
"323",158,941,100,26,29,100,4,4,2,4,4,4,4,3,3,4,4,4,4,5.01325691150954,3.25,"Low",81,47,25,100,3,2,3,1,60,23,11,100,71,63,20,100,20,2,"1",2,"I liked how the questions were problems that we see today. I also like how the research showed what Americans thought 5 years ago to today.","Didn't have any."
"324",159,405,35,47,46,85,3,4,4,3,3,4,3,4,3,3,3,4,4,4.22505407107512,4.75,"Low",39,48,2,65,2,1,4,3,38,70,3,85,29,63,3,57,18,2,"1",1,"it gave me a better idea how the world thinks","i was surprised by how high the death penalty was "
"325",161,1106,69,96,20,98,2,2,4,3,4,5,2,3,2,4,2,4,2,1.28407462245357,4.875,"Low",75,89,17,100,3,4,1,1,70,85,19,97,68,64,40,86,18,2,"1",1,"I liked to see what actual percent of people thought what I thought about the given situations. It was interesting to see whether our answers differed or not.","The thing that challenged me most was understanding how different thing were five years ago compared to now. A lot has changed since then. "
"326",163,161224,100,60,69,100,4,3,4,5,4,5,2,2,3,3,4,3,2,4.25893310198573,3,"Low",100,46,56,100,5,1,2,3,74,57,56,91,90,51,45,100,18,2,"1",1,"I liked guessing the percentage of Americans who response to the 2018 data collection. ","Not letting my bias answer for my guesses on percentage of all Americans. "
"327",166,576,72,70,16,100,3,4,4,4,4,4,2,4,3,2,3,4,4,4.15260440845704,2.875,"Low",65,60,55,100,1,1,2,1,45,40,10,100,49,40,40,100,20,2,"1,5",3,"I liked seeing the results of the survey compared to my predictions. ","It is hard to avoid the connotations of the questions to be able to think about my opinion without any influence. "
"328",167,1173,100,85,30,100,3,4,4,4,4,5,2,3,3,2,3,2,4,1.10726359488465,4.5,"Low",100,66,28,100,5,2,2,1,71,60,56,85,86,75,19,100,18,2,"1",1,"Seeing statistics on how others view ethical issues. ","Understanding how I feel about some common issues in today's world. "
"329",169,878,86,28,10,100,4,4,4,4,4,4,2,1,2,2,1,3,2,2.02585240023135,4.125,"Low",80,30,10,100,3,2,2,1,50,70,40,93,70,55,41,94,18,1,"1",1,"It was interesting to see what the majority thinks.","I didn't really have any challenges. "
"330",171,661,86,71,34,100,4,4,4,4,5,4,3,4,4,3,3,4,2,6.62856982199088,3.25,"Low",85,89,6,100,4,3,5,2,85,100,10,100,70,90,19,100,20,2,"1",1,"I liked how they gave me percentages of others responses.","I had a trouble responding to some questions that I wasn't totally aware of them."
"331",174,921,85,66,50,100,4,4,5,4,4,5,2,2,1,2,4,5,5,1.14689680611786,2.625,"Low",87,62,35,100,4,2,1,1,55,80,60,85,80,50,30,100,20,2,"1",3,"I liked learning about what other people thought about controversial topics in the media.","I thought it was crazy that in 2018 the majority of people didn't think that climate change was an issue."
"332",175,1086,77,52,45,100,4,3,5,3,4,5,3,4,2,3,4,4,4,0.969515519568151,4.25,"Low",81,74,47,100,4,4,3,1,63,94,45,98,61,47,40,99,21,1,"1",2,"I like that it's easy to answer and it's short","I am not from USA so I am not fully aware of these things."
"333",178,625,81,69,23,100,3,4,4,3,4,4,2,2,3,2,3,2,3,2.39973957971853,3,"Low",45,63,20,100,3,4,2,1,45,74,54,95,32,55,55,100,18,2,"1,5",1,"It gave back stats right after the questions were answered. ","I didn't really have any challenges with this exercise. "
"334",179,797,75,90,90,100,4,4,4,3,5,5,4,4,3,3,4,4,3,3.34171722896986,3.125,"Low",70,80,90,100,4,3,3,1,50,70,80,70,40,50,60,95,18,2,"1",1,"I liked that we got to see different results from different years and how much they differ even though they're just a few years apart. ","The exercise was very easy to read and understand so I had no challenges. "
"335",182,829,100,50,84,100,4,4,4,2,4,4,2,4,3,3,5,2,4,0.376949103528051,4,"Low",84,50,90,100,4,1,3,1,70,40,90,95,60,40,32,99,18,2,"1",1,"I liked the format of using the sliders. I felt it gave a large window of possible answers.\","none"
"336",183,938,85,55,0,100,4,4,5,3,5,4,3,3,4,3,4,2,5,4.13092370670265,4.25,"Low",60,80,0,100,5,3,5,1,86,51,0,100,70,90,0,100,19,2,"2",1,"I like how it showed the results from 2018.","I didn't encounter any challenges. "
"337",185,549,82,65,50,95,4,3,3,4,5,3,2,3,3,3,3,3,4,4.71665056230319,3.75,"Low",80,60,43,100,4,3,2,1,63,51,45,86,83,50,43,100,18,2,"1",1,"Seeing the data.","None."
"338",187,365,50,60,80,100,4,4,4,3,4,4,2,4,3,3,5,2,5,2.55832220294326,4.125,"Low",50,62,80,91,1,2,4,1,71,82,41,82,71,72,40,100,18,2,"1",1,"I liked how the questions got me thinking on moral and ethical current events.","I had some trouble on the last question, and wondered if I was leaning into the bias of the public when completing."
"339",190,229118,66,80,67,86,3,3,4,4,4,3,3,2,2,3,4,2,3,1.67638389563653,2.875,"Low",90,88,75,82,1,3,2,1,30,29,60,46,81,77,27,93,NA,NA,"",1,"it was considering what citizens thought of 4 different topics from over a 5-year period and I got to see how those opinions changed. ","not knowing much about the questions, they were asking and if I was able to agree or disagree with it. "
"340",191,834,100,64,56,100,4,3,5,4,4,5,2,4,3,3,4,4,3,4.05229363151468,3,"Low",86,68,50,100,5,2,1,1,60,40,50,96,80,56,50,100,18,2,"1",1,"Being able to see what I thought about the statements, plus what the general American public thought.","N/A"
"341",194,381,45,73,34,27,1,3,2,3,2,5,3,3,4,2,5,1,3,1.13746192404087,4.625,"Low",51,75,62,92,3,4,4,1,88,83,77,100,85,89,83,89,18,1,"1",1,"I liked the sliding scale instead of a scale of 1-10","I was confused when I saw the same question again but then i understood. "
"342",196,744,63,85,52,100,3,4,5,5,5,5,1,2,4,3,4,4,2,0.56047291305186,4.375,"Low",50,75,2,100,2,2,1,1,69,71,40,98,76,82,6,100,18,2,"1",1,"That it was quick and easy and also gave the correct information after it had us answer what we thought it was.","no challenges"
"343",197,575,100,100,12,100,3,4,5,4,4,5,2,2,3,3,2,2,4,1.30147107512371,4.375,"Low",100,100,15,100,4,2,1,1,100,100,15,100,60,71,34,99,19,1,"1",2,"It was interesting finding people's opinions on issues","none"
"344",201,1118,50,20,50,100,4,4,4,3,4,4,2,4,2,2,3,3,4,1.29755532420796,3.875,"Low",19,2,60,100,4,3,1,1,1,2,50,100,43,40,40,98,18,2,"1",1,"I liked how the participant gets to see the national statistics and rank how surprised they are.","I had trouble estimating the statistics after viewing them because I forgot. However, everything else was very easy."
"345",202,557,100,61,17,100,4,3,4,3,4,4,2,4,4,3,3,3,4,4.08012675277938,3.5,"Low",100,63,8,100,1,1,4,1,100,63,12,100,100,62,12,100,19,2,"1",1,"the issues being discussed I think are very important","some of the wording was confusing"
"346",204,716,94,100,1,100,3,4,5,4,5,5,2,3,2,2,2,3,3,2.19370465908361,3.25,"Low",91,91,1,100,4,3,4,1,61,40,41,91,75,77,27,100,18,3,"1",1,"I liked how it wasn't very complicated or long!","I couldn't remember exactly the numbers I put at the end!"
"347",206,848,80,70,50,100,3,3,4,3,5,4,2,3,4,3,4,4,2,1.0116964719491,4.625,"Low",76,42,50,100,4,3,2,1,60,50,70,91,78,40,53,94,18,2,"1",1,"I liked how we were asked to guess what people several years ago had to say about climate change, slavery, the government, and the other questions and how those compared to the actual results and how different we think those results are from 2023. ","I didn't really have any challenges, instructions were clear and I understood everything. "
"348",208,391,65,83,74,100,4,3,4,5,4,3,4,3,4,4,5,4,2,1.92492504337768,2.625,"Low",79,87,77,100,3,3,2,1,71,83,68,100,65,73,48,100,18,2,"1",1,"learning what the percentages are for what others believe","trying to figure out my beliefs "
"349",210,627,60,70,30,100,4,5,4,3,3,4,3,4,3,4,2,4,4,0.460874622453569,4.875,"Low",40,50,30,100,3,2,1,1,61,84,60,100,56,60,60,100,20,1,"1,2",3,"Comparing how the US changes viewpoints through the years","I had no challenges"
"350",211,1731,100,100,2,100,4,4,5,4,5,5,2,2,4,2,2,4,4,0.728215770194718,4.25,"Low",100,100,3,100,2,4,1,1,63,24,38,99,53,35,30,99,19,3,"1",1,"I enjoyed answering and guessing estimates","None"
"351",213,500,91,89,1,100,4,4,4,4,4,4,2,4,3,2,4,4,4,5.58891551956815,3.875,"Low",93,85,1,100,3,2,2,1,82,80,8,1,92,93,6,100,19,2,"1",2,"I like to see how just a couple of years can pass and so much can change","none"
"352",215,830,99,34,50,100,4,4,4,3,2,5,5,2,4,4,4,5,5,1.00314763832659,4.25,"Low",83,39,49,100,4,3,2,1,70,82,59,98,92,31,61,100,18,2,"1",1,"I liked that I was able to see the results of what people actually said in 2018 about the statements and how I predicted what they where going to say. I also liked how I was able to predict that some of the tends to the answers where going to increase since 2018.","Nothing"
"353",218,1389,88,97,7,100,4,4,4,3,4,4,2,2,4,3,2,4,5,0.46487926225821,5.125,"Low",93,85,12,100,4,3,1,1,66,73,40,92,65,84,32,100,18,2,"1",1,"I liked how it gave me the actual percentage of the 2018 survey rather than just leaving me guessing. I also liked how the questions were very consistent and not just random. ","I didn't really have any challenges with the exercise, besides trying to guess what other people think about the death penalty, greenhouse gas emissions, injustice, etc."
"354",220,778,100,56,32,100,4,5,5,5,5,5,1,2,1,1,2,2,4,1.10690950453056,3.75,"Low",100,63,31,100,4,4,2,1,78,67,30,100,92,77,61,100,19,2,"1",1,"the comparison from 2018 to 2023","none really"
"355",221,571,64,65,50,100,3,3,4,3,3,4,3,3,2,3,4,3,4,0.757795257374205,3.5,"Low",50,70,19,100,1,1,1,1,41,50,71,81,60,60,39,100,19,1,"1",1,"I liked that it told me the actual statistics behind the 2018 survey","N/A"
"356",224,811,69,50,0,100,4,2,3,4,4,5,2,4,3,3,5,4,5,3.71677620975516,4.625,"Low",57,45,0,100,3,4,2,1,60,78,26,100,65,76,31,99,19,1,"1",1,"The flexibility of the choices.","Moral views vs views that society wants me to have."
"357",225,1298,90,90,90,100,4,4,5,4,4,5,4,3,3,3,5,4,4,0.895306368485316,5,"Low",92,80,93,100,5,1,2,1,61,50,40,93,71,61,70,100,19,2,"1",1,"I liked seeing the general public's opinion because some things are pretty one-sided now","There weren't any challenges beyond trying to guess what the general public would've said years ago as I was younger and didn't really pay attention"
"358",227,875,84,72,3,95,3,4,5,4,5,5,1,2,2,2,3,4,3,0.997573035151983,4.375,"Low",74,59,5,70,2,3,2,4,54,45,22,44,57,44,27,29,19,2,"1",1,"Seeing the results about what Americans thought about the topics presented. ","Rating things on a scale of right and wrong"
"359",231,1649,100,100,29,100,4,4,4,4,4,5,2,2,3,3,3,3,3,8.22292708694814,2.25,"Low",100,85,30,100,1,1,1,1,41,22,76,100,100,93,2,100,18,2,"1,2",1,"I liked trying to guess the right numbers and then comparing my guesses to the actual answers. ","Identifying what some phrases meant."
"360",232,589,80,63,18,100,4,4,4,4,5,5,2,2,3,3,4,3,3,0.608080971659919,3.5,"Low",87,63,18,100,4,1,1,1,68,45,37,92,46,50,36,100,20,2,"1",2,"I liked seeing the correct answer for my guesses. ","none. "
"361",237,1759,76,65,50,100,3,3,3,3,3,3,3,3,3,3,3,3,2,6.89307140929246,1,"Low",31,32,38,27,3,3,3,3,44,44,82,30,49,69,36,71,18,2,"1",1,"i think that exercise was fun and worth doing ","nothing"
"362",238,243,64,55,59,80,3,4,2,3,4,3,2,3,4,2,3,2,3,5.39196029818135,2.75,"Low",39,37,55,43,2,3,2,3,44,41,26,52,33,66,52,48,19,2,"3",1,"it was fun!","no challenges at all!"
"363",241,659,70,100,56,100,4,5,4,4,4,5,2,2,5,5,3,1,4,1.77646192404087,3.875,"Low",72,100,52,100,4,3,1,3,50,40,30,100,91,81,53,100,19,1,"1",2,"I liked the contrast between what I thought people of the past thought and what the actual results were.","None."
"364",242,467,100,72,23,100,3,4,5,4,5,5,1,2,2,1,4,3,4,1.45772073774179,4,"Low",100,52,36,100,4,4,5,1,60,40,70,100,75,50,40,100,18,2,"1",1,"I think it is interesting that I could see the percentage of people that actually agreed with the statements, and it was not just hypothetical. ","I did not have any challenges with the exercise. "
"365",244,774,100,60,72,100,4,5,4,4,5,5,1,2,1,2,2,3,5,1.11727291305186,3.875,"Low",100,71,79,100,2,1,4,1,45,33,78,100,68,66,53,100,18,3,"1",1,"I was surprised by how divided viewpoints open controversial topics are. Its always interesting to learn how others think.","Its hard to quantify feelings about complex subjects."
"366",246,423,90,8,63,100,3,4,4,4,5,5,3,4,4,3,4,4,3,6.66919989717884,4.5,"Low",76,2,65,100,5,3,4,4,77,1,68,100,72,47,50,100,18,1,"1",1,"I thought deeper about it","I thought about other peoples responses compared to mine"
"367",248,176,52,50,50,59,3,4,3,4,3,3,3,4,4,3,4,3,3,4.98242696484802,4.125,"Low",62,73,65,68,3,4,4,4,61,70,61,76,61,71,61,76,20,2,"1",3,"my own ratings","honesty"
"368",250,680,100,100,69,100,4,4,5,4,5,5,2,2,2,2,1,4,1,0.987452400231347,3.25,"Low",100,100,59,100,4,3,1,1,60,56,84,85,81,67,61,93,18,2,"1,2",1,"Made me quantify my beliefs","Estimating how others face these same questions"
"369",252,1529,60,51,80,100,4,3,4,5,4,5,1,4,3,5,3,4,5,0.811920403573035,3.5,"Low",50,52,65,100,4,3,4,1,50,55,35,95,60,55,29,97,18,1,"5",1,"It made me think about how I view reality and see the world.","I had to look beyond myself and think about what the general public was thinking at the time."
"370",254,327,27,90,34,98,4,3,2,3,3,4,4,3,3,4,3,2,3,3.0470378638905,3.875,"Low",59,50,42,60,4,3,2,4,74,73,27,100,71,43,38,97,18,2,"1",1,"It showed me the correct answers in between ","I didn't know much about greenhouse gases so it was hard to fairly answer"
"371",255,559,66,73,19,100,4,4,5,2,5,5,2,4,4,2,4,4,5,4.21441393226656,4.375,"Low",68,82,14,100,4,4,5,1,90,92,27,96,80,91,19,98,18,2,"1",1,"Getting to guess what previous surveys have said.","None."
"372",258,1034,100,91,58,100,3,3,3,3,3,3,3,3,3,3,3,3,4,1.78434580039843,4.875,"Low",100,60,42,100,3,3,3,1,80,88,82,78,100,100,100,100,18,2,"1",1,"I liked that i got to see different prespectives.","trying to decide how i felt about difficult topics."
"373",259,1161,48,50,55,100,3,4,4,3,5,4,2,4,4,4,4,3,3,2.81845236167341,3.625,"Low",48,24,55,100,1,3,1,1,42,74,22,100,54,75,22,100,18,2,"1",1,"I like the drag of my answer. Instead of hitting a circle for my answer, I felt that the dragging of the dot made it more clear of what my answer was, and what I leaned to more. ","Not knowing how the world views greenhouse gases or the death penalty"
"374",261,999,86,70,30,95,4,4,4,3,4,4,2,2,2,3,3,2,4,3.60025056230319,4.125,"Low",90,80,50,95,3,3,5,1,40,60,20,80,69,60,30,99,18,1,"1",1,"It asked about my opinion of the issues, rather than just what I expected the population to believe.","None."
"375",263,475,85,100,18,100,3,3,4,3,3,3,3,3,3,3,3,3,3,3.46905837671101,3.625,"Low",58,100,6,100,2,3,4,1,72,82,2,100,93,77,3,100,18,2,"2",1,"I liked how I got to see the results of what others say","I had no challenges"
"376",266,433,31,2,37,100,3,3,4,3,3,3,2,2,3,3,2,2,5,4.3344079557869,5.375,"Low",31,33,50,100,1,1,3,1,4,1,24,95,22,35,51,100,21,1,"1",3,"It gave me statistics that I did not know about","I had no challenges "
"377",267,1179,37,100,8,100,4,4,5,4,5,5,4,4,1,1,2,4,5,1.3715173574963,4,"Low",69,100,2,100,3,5,5,1,61,100,3,100,70,100,3,100,19,2,"1",2,"I liked that the questions about emissions and health care stayed the same through the study. ","I did not like how what they were asking me to do slightly changed every time, making me question if I was doing it right."
"378",270,537,91,60,43,100,4,4,5,4,4,4,3,2,2,3,2,3,3,0.660719028340081,4,"Low",90,65,47,100,4,1,3,1,62,50,35,100,49,34,50,100,18,2,"1",1,"it was fairly simple","some of the questions about ethics weren't very clear"
"379",272,670,69,68,50,82,4,4,4,4,4,4,4,4,4,4,4,4,5,3.29389534091639,4.25,"Low",68,82,50,85,1,1,3,1,72,72,50,82,73,78,50,83,18,2,"5",1,"It made me think about the problems going on in the world","None"
"380",273,711,91,92,31,100,4,5,5,5,5,5,2,3,4,3,4,5,4,0.951949103528051,5,"Low",92,82,29,100,5,4,1,2,92,82,30,100,64,51,30,100,19,2,"1",1,"I liked getting to compare my results with the general public's results from different years. ","It was challenging to predict previous years' results, especially the earlier years when I, personally, was not really aware of the issues asked about."
"381",275,460,86,46,30,95,4,4,4,3,4,4,3,3,3,3,3,3,2,1.94447629329735,3.5,"Low",82,47,26,100,4,2,2,1,59,56,59,94,90,52,49,100,18,2,"1,3",1,"I liked how there was a scale to accurately generate my feelings towards the statement. ","It was hard to describe my opinions, but I did my best. "
"382",277,462,62,75,11,100,4,4,4,3,5,5,2,3,2,2,3,2,4,0.602328590707538,4.75,"Low",88,91,8,100,5,5,3,1,30,81,52,69,90,81,12,100,18,2,"1",1,"I liked how we got to compare our guesses to the actual answer to the survey ","no challenges "
