"","X","in_uhc_supp","in_uhc_familiar","in_uhc_change","in_cap_supp","in_cap_familiar","in_cap_change","in_ai_supp","in_ai_familiar","in_ai_change","fn_uhc_supp","fn_cap_supp","fn_ai_supp","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","in_uhc_conviction","in_cap_conviction","in_ai_conviction","fn_uhc_conviction","fn_cap_conviction","fn_ai_conviction","uhc_cat","cap_cat","ai_cat"
"367",367,-3,-1,-2,2,2,2,2,3,5,3,3,3,"it was interesting","hard to answer some questions, moral fork in the road",2,19,"Male","Caucasian/White","Sophmore",91327,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,2.14285714285714,2.28571428571429,4.42857142857143,2.14285714285714,1.42857142857143,4.28571428571429,"Neutral","Neutral","Neutral"
"368",368,11,-27,22,-31,-41,0,-33,-30,23,29,-16,34,"...","...",4,18,"Female","Caucasian/White","Freshman",91224,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3,15.5714285714286,25,21.4285714285714,14,14.2857142857143,19.8571428571429,"Positive","Negative","Negative"
"369",369,5,10,3,20,-31,-9,-11,-4,5,10,22,12,"I learned after reading those essays about the 3 topics, it hanged my mind on some of my opinions and opened my thoughts a little more","not understanding some of the materials prior to the essays",6,19,"Male","Caucasian/White","Freshman",91905,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.5,0.857142857142857,3.28571428571429,9.14285714285714,5.28571428571429,10.5714285714286,7.57142857142857,"Neutral","Positive","Negative"
"370",370,20,-10,35,-20,30,15,10,25,20,15,-20,20,"I did not enjoy this exercise. One good thing was hearing how Americans responded.","It felt extremely repetitive and like it was pushing for a specific response. It asks a lot of ""is this a moral issue"" but not a lot of ""why or why not"" so the responses feel a bit pigeon-holed.",5,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman",92342,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.16666666666667,2.85714285714286,8,-15.4285714285714,1.42857142857143,3.71428571428571,-2,"Positive","Negative","Positive"
"371",371,11,1,7,-9,25,5,-30,32,-5,20,-29,-35,"n/a","n/a",2,18,"Female","Caucasian/White","Freshman",91601,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,2.66666666666667,12.1428571428571,10.7142857142857,12.5714285714286,19.1428571428571,21.7142857142857,21.1428571428571,"Positive","Negative","Negative"
"372",372,23,6,21,50,-25,-14,-50,30,4,29,27,-31,"I liked to see the real percentages on what Americans actually think. ","i had a hard time deciding whether they were moral principles or not.",1,19,"Female","Caucasian/White","Sophmore",91459,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.66666666666667,-9.42857142857143,-6.14285714285714,-6.42857142857143,-5.71428571428571,0.571428571428571,8.28571428571429,"Positive","Positive","Negative"
"373",373,10,-6,6,6,7,-4,-9,11,9,10,9,-9,"I like how we got to see how our answers compared to the general publics.","I didn't know how I felt about them and morals.",3,18,"Female","Caucasian/White","Freshman",92698,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.5,-2.85714285714286,2.85714285714286,5.28571428571429,3.42857142857143,2.42857142857143,10.7142857142857,"Positive","Positive","Negative"
"374",374,50,-30,33,50,50,-50,21,50,22,50,50,30,"I liked having a different variety of issues. None of them were common with each other, so it was interesting to really think on them. ","I struggled with the AI portion of this exercise. AI is still something that is so new, and I'm still forming my opinion on. ",7,21,"Male","Caucasian/White","Senior",91841,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.66666666666667,4.71428571428571,4.14285714285714,11.8571428571429,24.2857142857143,24,15.5714285714286,"Positive","Positive","Positive"
"375",375,0,-50,0,-20,-20,-31,-30,30,1,0,-30,-10,"It asked my opinion and showed the publics opinion for me to compare to","Not having any background on universal healthcare",4,18,"Male","African-American/Black","Freshman",91514,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,0,15.5714285714286,7.28571428571429,7.42857142857143,32.5714285714286,21.1428571428571,"Neutral","Negative","Negative"
"376",376,-20,20,15,-50,32,-50,8,4,-7,-12,-50,18,"I liked that the questions were easy to understand.","A challenge I had with the exercise was that it is sometimes difficult to decide how you feel about such big issues on the spot.",5,19,"Female","Caucasian/White","Sophmore",91275,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.16666666666667,-0.428571428571429,44.2857142857143,20.4285714285714,16.1428571428571,32.5714285714286,26.7142857142857,"Negative","Negative","Positive"
"377",377,23,20,26,-10,41,10,-30,31,16,28,-4,-6,"I liked that statistics about how other people in America were provided. I also liked that the scale factors had a broad range.","It was hard to determine whether or not my stance on a topic was due to my sense of morality/beliefs rather than evidence-based reasoning.",3,18,"Female","Caucasian/White","Freshman",91965,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.33333333333333,24.8571428571429,25.8571428571429,15,29.5714285714286,23.7142857142857,6.28571428571429,"Positive","Negative","Negative"
"378",378,28,-15,21,-28,28,20,-18,36,18,25,15,13,"I liked that it was easy to takel.","Questioning was a bit confusing.",2,19,"Female","Caucasian/White","Sophmore",92373,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.5,9.28571428571429,16.1428571428571,-4.28571428571429,14.7142857142857,20.1428571428571,16.5714285714286,"Positive","Negative","Negative"
"379",379,45,35,-30,-30,41,-35,-15,20,19,41,-41,11,"I liked the shift from button options to a sliding scale of agree to disagree. This gave me a feeling of freedom in how i represent my views.","I felt that some questions were repetitive. For example, I couldn’t differentiate between “was my answer based on my moral stance” and “was my answer based on my moral principles.”",6,19,"Female","African-American/Black,Asian/Pacific Islander","Sophmore",91380,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.66666666666667,2.66666666666667,25.4285714285714,36.2857142857143,11.7142857142857,28,27.8571428571429,8.57142857142857,"Positive","Negative","Negative"
"380",380,22,-29,50,-34,39,-29,-41,41,14,50,-49,-25,"I liked the numerical values being assigned a level of agreeableness or disagreeableness","Trying to remember political enviornment of 2018. ",1,18,"Female","Caucasian/White","Freshman",91692,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.16666666666667,45.5714285714286,50,49.5714285714286,50,50,49.5714285714286,"Positive","Negative","Negative"
"381",381,10,-20,32,0,-50,10,10,20,21,20,10,40,"Guessing percentages of the population sample on how they would feel","N/a",7,18,"Male","Caucasian/White","Freshman",92431,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,-30.8571428571429,-29.1428571428571,-9.28571428571429,-32.7142857142857,0.285714285714286,-9.14285714285714,"Positive","Neutral","Positive"
"382",382,-20,-30,20,-10,10,10,30,35,15,20,20,25,"made me think while supplying research and numbers ","morality issues and what is right for me vs what would be the most beneficial for the majority of the population ",4,18,"Female","Caucasian/White","Freshman",92704,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.33333333333333,9.28571428571429,-0.714285714285714,18.5714285714286,8.57142857142857,17.1428571428571,21.4285714285714,"Negative","Negative","Positive"
"383",383,50,8,11,29,-20,5,7,46,6,27,22,24,"Easy and informative","None",1,19,"Female","Caucasian/White","Sophmore",92010,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,13.2857142857143,1.42857142857143,11.4285714285714,12.4285714285714,5.14285714285714,5.85714285714286,"Positive","Positive","Positive"
"384",384,10,10,16,45,32,23,10,34,11,41,15,21,"That I could to see the statistics of the 2014 survey about some of the American citizens thoughts","Some of the questions felt repeated or similar",4,19,"Female","Hispanic/Latino(a)","Freshman",92123,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.83333333333333,20.5714285714286,10,0.428571428571429,10.8571428571429,5.28571428571429,0.571428571428571,"Positive","Positive","Positive"
"385",385,10,10,30,-20,25,1,-31,37,9,42,-9,-24,"I liked that I was able to share my values even when introduced to the majority's values. There were a lot of good questions. ","Some Topics I was in between whether it was ethical or not, but I just went with my gut. ",7,18,"Female","Caucasian/White","Freshman",91726,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.33333333333333,6.42857142857143,45.8571428571429,11,31.7142857142857,40.4285714285714,19.2857142857143,"Positive","Negative","Negative"
"386",386,20,-20,40,-50,30,10,-20,40,30,30,-50,-30,"I liked being able to realize how passionate I was about a subject after reading the essays. I don't think I realized how much I cared until I read those.","I feel like although I like the idea of Universal Healthcare I don't really know the implications behind implementing it in the United States. I feel like although I have a strong opinion it isn't necessarily an informed one.",3,18,"Female","Caucasian/White","Freshman",91426,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,1.83333333333333,28.5714285714286,35.7142857142857,4.14285714285714,17.1428571428571,50,25,"Positive","Negative","Negative"
"387",387,32,-17,36,0,-10,20,4,49,18,18,-20,13,"
Rating my specific thoughts on potential issues
","Deciding if something was really a moral issue or not
",6,19,"Female","Caucasian/White","Freshman",92145,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,4,31.2857142857143,18.8571428571429,10.2857142857143,8.57142857142857,21,25.4285714285714,"Positive","Neutral","Neutral"
"388",388,30,-22,20,11,33,14,10,50,25,18,33,24,"How I could learn!","Thinking about what I thought about these issues.",3,21,"Female","Caucasian/White,African-American/Black","Junior",91456,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.5,21.7142857142857,33.5714285714286,35.2857142857143,25.8571428571429,36,19.2857142857143,"Positive","Positive","Positive"
"389",389,20,11,5,50,31,-41,21,11,-12,20,50,23,"I liked how the questions that I was being asked, all of them were pretty controversal topics like the death Penalty, I know friends who think it should be a thing and I have friends that think it should be a thing. ","Nothing was challenging about this exercise.",8,19,"Male","Caucasian/White","Sophmore",91674,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.16666666666667,3,2.71428571428571,4.85714285714286,12.7142857142857,1.57142857142857,3.57142857142857,-6.14285714285714,"Positive","Positive","Positive"
"390",390,30,10,17,10,32,11,-9,50,33,38,25,36,"it related to issues that are around us today","Comprehending some of the questions asking about my ethics",4,20,"Male","Caucasian/White","Sophmore",92152,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.16666666666667,22,4.14285714285714,-19.4285714285714,9.57142857142857,-11.4285714285714,10.5714285714286,"Positive","Positive","Negative"
"391",391,14,-17,39,-21,21,10,-42,47,-33,31,-20,-36,"I liked how specific you could get with your opinion and kind of meet it in the middle. I also liked how different topics were brought up. I like how it started with your initial knowledge and opinion of the topics, then explained the topics, then checked again your views on the topic.","No challenges except with the estimation of percentages back in 2018.",7,18,"Female","Caucasian/White","Freshman",91701,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.66666666666667,9.71428571428571,13.5714285714286,19.1428571428571,21.8571428571429,24.8571428571429,12,"Positive","Negative","Negative"
"392",392,-15,10,8,5,16,-20,-30,31,20,18,6,22,"how the level that i agree with is on a scale and not just bubbles","i really did not have any challenges",5,18,"Male","Caucasian/White,African-American/Black","Freshman",91169,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.5,11.2857142857143,24.2857142857143,-23.8571428571429,18.7142857142857,17.1428571428571,-12.7142857142857,"Negative","Neutral","Negative"
"393",393,-38,38,-25,28,22,-4,-50,48,-33,10,17,-50,"Easy to process","hard to keep focus",6,18,"Male","Caucasian/White","Freshman",91330,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,6,12.4285714285714,17,-5.28571428571429,23.2857142857143,11.2857142857143,"Negative","Positive","Negative"
"394",394,34,36,-22,-32,24,3,-34,43,-29,48,-22,-31,"I liked to give my opinion or viewpoint on issues","interpreting some of the questions correctly/incorrectly",1,19,"Female","Caucasian/White","Freshman",91720,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",2.83333333333333,2.5,28.1428571428571,26,36.1428571428571,35.1428571428571,31,30.2857142857143,"Positive","Negative","Negative"
"395",395,10,39,25,-6,14,-29,-50,50,-50,17,0,-50,"Actual statistics being given after estimations, generally easy to understand and answer questions.","Guessing percentages was confusing with the -50 to 50 scale given. ",2,19,"Female","Caucasian/White","Freshman",92665,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.5,11.2857142857143,36.4285714285714,50,16.2857142857143,39.2857142857143,50,"Positive","Negative","Negative"
"396",396,32,22,16,-37,19,-29,18,27,15,32,-29,30,"I liked that there was actual evidence and definitions","None",2,18,"Female","Caucasian/White","Freshman",91597,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.33333333333333,2.5,15.7142857142857,6.57142857142857,-26.1428571428571,23.8571428571429,2.14285714285714,-33.4285714285714,"Positive","Negative","Positive"
"397",397,0,-15,21,28,37,50,0,25,50,0,41,12,"capital punishment ","not very informed on universal health care ",6,18,"Male","Caucasian/White","Freshman",92422,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.33333333333333,-20,-5.14285714285714,-9,-10.5714285714286,13.1428571428571,2.57142857142857,"Neutral","Positive","Neutral"
"398",398,-20,-41,26,-37,43,-13,-14,22,37,-5,-29,16,"It was very interesting to hear more information on topics I didn't know a lot about.","Deciding where I stand",6,19,"Female","Caucasian/White","Sophmore",91953,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.83333333333333,1.71428571428571,39,13.5714285714286,-1,34.4285714285714,10,"Negative","Negative","Negative"
"399",399,5,-23,10,-6,-21,29,10,-42,33,14,-12,-10,"It made me think very deeply.","Thinking deeply about how i really feel about the subject",5,18,"Female","Caucasian/White","Freshman",92154,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,3.28571428571429,21.5714285714286,-4,11.1428571428571,10.5714285714286,-6.57142857142857,"Neutral","Negative","Positive"
"400",400,20,34,5,-37,16,-10,18,35,24,35,-43,26,"The scale given to us.","Honestly none",2,19,"Female","Caucasian/White","Freshman",92508,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,2.33333333333333,9,32.5714285714286,-22,18.8571428571429,22.4285714285714,-32.2857142857143,"Positive","Negative","Positive"
"401",401,50,34,-36,-34,23,-27,31,41,17,50,-41,40,"I enjoyed being asked the same series of questions about the topics after reading the essays. I also enjoyed being asked what I believe the consensus of such topics to be from 2018 to 2024.","I had a challenge on deciding if I thought using AI tools were a topic for ethics. ",1,21,"Female","Caucasian/White","Senior",92658,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.33333333333333,44,45.1428571428571,16,47.7142857142857,47.8571428571429,10.4285714285714,"Positive","Negative","Positive"
"402",402,30,20,30,-39,35,-32,-11,37,34,31,-33,11,"I like that you chose topics that most people would find interesting or hold a firm stance on. ","I find it challenging to not think about everything that may go into each moral decision. There are so many layers to these ethical problems, but for studies like these, I try to take the questions at face value. ",2,21,"Female","Caucasian/White","Senior",92618,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,2.16666666666667,24.4285714285714,37.1428571428571,16.4285714285714,24.2857142857143,37,14.7142857142857,"Positive","Negative","Negative"
"403",403,5,-33,4,20,-25,-13,7,-41,5,-36,12,13,"i liked how there were questions before and then there was a essay you could read then re-fill out the questions","Knowing what was being talked about. I didn't have a lot of background knowledge going into this research survey",7,18,"Female","Caucasian/White","Freshman",91635,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,-7.14285714285714,-1.14285714285714,1.71428571428571,1,0,5.14285714285714,"Neutral","Positive","Positive"
"404",404,-1,0,0,0,0,0,-1,0,0,0,0,0,"I like the variety of topics","lots of reading",8,20,"Female","Caucasian/White,Asian/Pacific Islander","Sophmore",92690,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,0,0,0,0,0,0,"Neutral","Neutral","Neutral"
"405",405,-3,1,-9,21,15,-10,11,9,10,21,22,22,"prefer not to say","prefer not to say",5,18,"Female","Caucasian/White","Freshman",91978,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.16666666666667,10.8571428571429,10.7142857142857,-10,20.8571428571429,21.7142857142857,21.7142857142857,"Neutral","Positive","Positive"
"406",406,50,35,25,-25,25,40,-42,21,10,45,35,36,"It allowed me time to reflect","repetition became slightly exhausting ",6,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman",92414,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.83333333333333,23,30.7142857142857,2.42857142857143,29.8571428571429,32.4285714285714,23.7142857142857,"Positive","Negative","Negative"
"407",407,10,-19,20,-16,6,3,-9,-37,9,15,12,-33,"I liked the topic of quetions","I didn't know much about the health care.",4,18,"Female","Caucasian/White","Freshman",91182,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,2.5,-8.71428571428571,-11.8571428571429,4.57142857142857,-3,4.71428571428571,-18.5714285714286,"Positive","Negative","Negative"
"408",408,25,6,30,10,15,-4,-50,16,11,12,7,-11,"I liked how each exercise had the same amount of questions and the style.","I had none.",1,18,"Female","Asian/Pacific Islander","Freshman",91432,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.83333333333333,15.2857142857143,16,-22.2857142857143,-8.57142857142857,-21,-20.8571428571429,"Positive","Positive","Negative"
"409",409,30,10,30,50,20,30,-50,10,30,50,30,40,"I liked how I was bale to answer the questions first, and then read artciles/information, and then answer the questions again.","It seemed like it was the same question over and over again, and it was hard for me to think of what I thought of in that question.",7,20,"Male","Caucasian/White","Sophmore",91801,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.83333333333333,20,18.5714285714286,-20,1.42857142857143,7.14285714285714,1.42857142857143,"Positive","Positive","Negative"
"410",410,26,-10,36,-10,5,15,10,31,17,30,-10,20,"the variety in topics","the repitition",4,18,"Male","African-American/Black","Freshman",91740,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,3.16666666666667,3.85714285714286,13.8571428571429,2.42857142857143,6.71428571428571,18.4285714285714,-9.71428571428571,"Positive","Negative","Positive"
"411",411,22,-22,32,25,28,-18,-20,23,-21,31,27,-14,"I thought it was interesting to guess the percent of american's opinions on these issues.","It was hard sometimes to determine why I thought a certain way about a certain thing.",4,19,"Female","Caucasian/White,African-American/Black","Freshman",91375,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.5,4,28.5714285714286,-5.57142857142857,6.28571428571429,26.8571428571429,-5.71428571428571,"Positive","Positive","Negative"
"412",412,30,43,32,-31,-20,29,31,50,10,29,-22,40,"It showing the actual percentage after completing my guesses","Sometimes the questions were worded weirdly or just didn't make much sense for the topic",7,18,"Male","Caucasian/White","Freshman",91095,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,1.83333333333333,4.57142857142857,-6.57142857142857,7.28571428571429,17.2857142857143,35.2857142857143,-33.4285714285714,"Positive","Negative","Positive"
"413",413,9,20,14,11,16,15,-10,6,19,25,16,16,"loved reading the essays","too many slider questions",6,19,"Male","Caucasian/White","Sophmore",91507,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,4,9.14285714285714,21.7142857142857,13.1428571428571,17.5714285714286,18.8571428571429,17.8571428571429,"Positive","Positive","Negative"
"414",414,30,2,40,-30,-20,21,-50,25,25,20,8,-3,"I liked the set up and how I was able to put my original thoughts before the essays and then how it changed my mind in some aspects. ","None. ",5,18,"Female","Caucasian/White","Freshman",91943,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,3.33333333333333,10.8571428571429,14,6,5.28571428571429,5.85714285714286,0.285714285714286,"Positive","Negative","Negative"
"415",415,15,-21,1,6,38,35,-42,50,-28,25,-35,-37,"I like how I did not only share my beliefs but I guessed on other peoples perspectives and opinions.","Guessing what other people would agree and disagree on",6,19,"Female","Caucasian/White","Freshman",92522,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,7.57142857142857,13.2857142857143,20.7142857142857,16.4285714285714,32.7142857142857,21,"Positive","Positive","Negative"
"416",416,35,0,28,0,-10,22,-30,35,25,41,23,14,"I liked the inclusion of the articles to help connect everything together. It was very neat and easy to follow- not at all confusing on what I was being asked to do/think about.","I did not really have any challenges, it was just repetitive. ",2,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman",91733,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3,27.8571428571429,8.85714285714286,-3.14285714285714,30.2857142857143,25.1428571428571,14.8571428571429,"Positive","Neutral","Negative"
"417",417,43,7,12,-45,23,-40,-21,50,-19,25,-35,-25,"I got to figure out where I stood on all of these issues in America. ","I didn't really know how I felt about these issues, so I really had to think about what I was doing. ",4,18,"Female","Caucasian/White","Freshman",91903,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.5,8.14285714285714,22.2857142857143,11.5714285714286,21,22.8571428571429,14.2857142857143,"Positive","Negative","Negative"
"418",418,25,17,17,16,37,-10,-12,27,-21,46,50,20,"I liked that it asked my personal opinion as well as having me predict others opinions. It showed how my personal beliefs were different or similar to others!","Some of the questions I had a little trouble understanding what they meant but I just had to res it a few times and then I got it!",1,18,"Female","Caucasian/White,American Indian/Alaska Native","Freshman",91840,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.5,15.8571428571429,11.7142857142857,8.28571428571429,24.1428571428571,35.7142857142857,28.5714285714286,"Positive","Positive","Negative"
"419",419,9,10,-14,19,16,13,20,20,21,37,32,40,"I enjoyed the readings and learning more about it.","Understanding some prompts",5,19,"Male","Asian/Pacific Islander","Sophmore",92528,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2,3,0.571428571428571,5.14285714285714,16.5714285714286,21.5714285714286,22.7142857142857,19.2857142857143,"Positive","Positive","Positive"
"420",420,12,16,22,-37,-28,-34,-32,32,20,26,-34,-36,"I liked how I got to answer with my own opinions, and then read short essays about the situations and see if it changed my opinion. ","Challenges I had were trying to think in the eyes of the average American on these view points. ",7,18,"Female","Caucasian/White","Freshman",92291,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3,3.16666666666667,-9.57142857142857,-11.8571428571429,-13.7142857142857,5.71428571428571,-23.7142857142857,-24.2857142857143,"Positive","Negative","Negative"
"421",421,31,5,32,-42,50,-50,-50,20,21,20,-50,10,"I liked how it was about current issues in America. ","The questions were repetitive. ",7,18,"Female","Caucasian/White","Freshman",91099,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.83333333333333,43.4285714285714,50,19.4285714285714,35.4285714285714,50,38.5714285714286,"Positive","Negative","Negative"
"422",422,25,-30,-1,-50,42,-41,50,50,1,12,-50,42,"I really liked the articles and the percentage of Americans.","I had some challenges on thinking about my opinions vs the populations. ",5,19,"Female","Caucasian/White","Sophmore",92628,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.66666666666667,11.7142857142857,22.1428571428571,-6.28571428571429,15,16.5714285714286,21,"Positive","Negative","Positive"
"423",423,15,-24,1,42,50,-33,-50,42,-30,32,24,22,"it made me use critical thinking to determine what i belive about ethical issues","making up my mind about if what i belive is really waht i believe",8,18,"Male","Caucasian/White","Freshman",92474,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,4.16666666666667,1.42857142857143,36.2857142857143,5.42857142857143,11.1428571428571,6.71428571428571,3.71428571428571,"Positive","Positive","Negative"
"424",424,-50,50,-40,-50,50,-50,50,50,-20,-50,-50,50,"I liked that it dealed with political issues and I liked the part where I got to estimate the public’s response. I like that the questions are asked before and after the essays are shown.","The percentages of the public that agree with the certain issues are very clearly inaccurate and the data is faulty and does not align with the total data in reality and this is misleading to survey takers and is unethical.",6,18,"Male","Caucasian/White","Freshman",91302,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.5,50,50,50,50,50,50,"Negative","Negative","Positive"
"425",425,42,30,-32,-40,50,-40,20,30,10,50,-50,32,"i appreciated that you delved into a range of contemporary issues, not just the more popular/controversial ones ","n/a",1,18,"Female","Caucasian/White,Asian/Pacific Islander","Freshman",91230,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.83333333333333,37.8571428571429,40,2.85714285714286,42.1428571428571,44.7142857142857,-18.5714285714286,"Positive","Negative","Positive"
"426",426,10,8,50,30,50,24,4,20,50,25,30,7,"Talked about current issues in the world today and i like that i got to see the other people's common answers. ","A lot of words in one space make the survey more simple maybe less questions per page. ",7,19,"Male","Caucasian/White","Freshman",92503,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.5,30,33.5714285714286,-10.7142857142857,34.7142857142857,24.8571428571429,1,"Positive","Positive","Neutral"
"427",427,12,-18,23,0,-27,26,-26,-15,-5,15,-7,-21,"It showed me a lot of information.","I did not know my personal stance on everything.",4,18,"Female","Caucasian/White","Freshman",92478,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,5.57142857142857,13.1428571428571,19.4285714285714,15,13,6.14285714285714,"Positive","Neutral","Negative"
"428",428,10,30,10,-17,-20,-10,-10,20,-10,21,10,-18,"I like the different topics to cater to different people","A lot of the questions were repetitive and it got annoying after a certain point",4,18,"Female","Caucasian/White","Freshman",91968,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.83333333333333,3.16666666666667,23.1428571428571,7.57142857142857,5.42857142857143,23.7142857142857,4.57142857142857,1.57142857142857,"Positive","Negative","Negative"
"429",429,-23,25,4,3,50,-11,34,50,-26,-18,21,19,"Made me question and think about ethical questions","Questioning how I, myself, truly feels about each question",6,18,"Male","Caucasian/White","Freshman",91303,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.83333333333333,17.4285714285714,22.2857142857143,-0.142857142857143,12.7142857142857,17.8571428571429,6.42857142857143,"Negative","Neutral","Positive"
"430",430,50,35,-30,-20,35,5,-10,40,-20,50,-10,-25,"The topics and ability to have many options between just agree and disagree.","The last few questions seemed very similar so it was difficult to rate them differently ",1,18,"Female","Caucasian/White","Freshman",92284,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,2,26.4285714285714,16.4285714285714,11.1428571428571,18.1428571428571,16,16.4285714285714,"Positive","Negative","Negative"
"431",431,50,50,-40,-10,40,30,-20,20,-20,50,-20,10,"Interesting questions and prompts ","repeating questions multiple times",2,19,"Male","Caucasian/White","Freshman",91399,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,35,23.2857142857143,14.2857142857143,33.5714285714286,27.8571428571429,-2.14285714285714,"Positive","Negative","Negative"
"432",432,50,-12,0,26,26,17,-22,32,0,50,22,22,"I liked the questions answered using a scale. Everything was explained well and I knew exactly what was expected of me.","Nothing.",5,19,"Female","Caucasian/White","Sophmore",91256,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,1.66666666666667,32.8571428571429,37,-20.7142857142857,50,16.5714285714286,-1.71428571428571,"Positive","Positive","Negative"
"433",433,-25,10,14,16,10,13,34,15,27,-19,21,21,"Got to see what other people thought about the same ideas.","Had to think about my own opinions to answer each question.",5,18,"Male","Caucasian/White","Freshman",91103,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2,12.7142857142857,14.1428571428571,7.28571428571429,13.4285714285714,15.7142857142857,11.5714285714286,"Negative","Positive","Positive"
