"","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","Post_Int_1_10","Post_Int_2_1","Post_Int_3_1","Post_Int_4_1","Q114_1","Q114_2","Q114_3","Q114_4","Q116_10","Q117_1","Q118_1","Q119_1","Q121_1","Q121_2","Q121_3","Q121_4","High_Like_Free_R","High_Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","Q163_10","Q164_1","Q165_1","Q166_1","Q169_1","Q169_2","Q169_3","Q169_4","Q171_10","Q172_1","Q173_1","Q174_1","Q176_1","Q176_2","Q176_3","Q176_4","Low_Like_Free_R","Low_Hard_Free_R","Pol_Low_1","Age_Low","Gender_Low","Race_Low","School_Low","SILS_1_1","NLINE","SNS_SCORE"
"404","344","100","100","2","100","4","3","4","4","4","3","4","3","4","3","4","3","100","100","1","100","4","4","4","4","60","71","50","100","100","100","0","100","It widened my perspective.","I was confused at first but then understood it.","5","19","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","3",6.44948093310199,5.5
"405","939","60","55","33","100","3","4","4","3","4","4","2","2","4","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","68","70","22","92","3","2","4","1","56","42","29","99","40","46","24","100","I enjoyed guessing what I thought the public opinion was and then actually seeing what it was. It was interesting and made me care more about this survey. ","I am young so I wasn't really involved with these types of questions in 2018 so I really just had to guess. ","10","19","2","1","1","2",1.094646051025,4.25
"406","884","100","50","0","100","4","4","5","3","4","5","2","3","2","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","53","81","58","100","4","4","4","1","84","73","15","100","100","50","0","100","Questions were easy to understand","No challenges","8","19","1","1","1","4",0.640614304993252,4.375
"407","533","30","50","29","100","4","2","4","3","4","4","3","3","3","3","3","3","22","51","61","60","3","1","1","1","80","60","60","100","60","60","80","100","it was short and simple ","learning about problems in America ","8","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","1",2.1709997686524,3.625
"408","706","100","80","20","100","4","4","5","4","5","4","2","2","2","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","55","30","45","85","4","1","2","1","55","52","40","95","100","70","20","100","simple, straight forward","N/A","5","19","2","1","2","4",1.52422028147291,4.375
"409","490","70","40","60","100","5","5","4","4","4","3","2","4","3","3","4","3","70","21","60","100","1","5","1","1","94","94","83","100","70","22","87","100","It was a unique surveying method.","I was confused on the point of the estimation at first.","7","20","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",0.977836488657541,4.625
"410","450","100","50","70","100","3","4","3","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","71","50","50","100","5","3","3","1","100","61","29","100","100","9","80","100","comparing current and past time opinions","i had to think about the death penalty","28","18","2","1","1","4",0.988877424330056,3.5
"411","1098","100","75","0","100","5","5","5","5","5","5","1","3","2","2","3","2","64","29","40","100","1","3","5","1","98","52","62","100","100","66","4","100","Easy to take","N/A","7","20","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","5",1.62702980528244,4.5
"412","741","72","90","97","100","5","5","5","3","4","5","2","3","2","4","2","2","94","74","39","100","1","3","5","1","95","87","77","100","78","89","99","100","I liked how we were able to see how people in previous years thought about these questions.","I had no challenges completing this exercise.","8","19","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","3",0.850710879763511,4.375
"413","511","100","100","50","100","1","5","5","1","3","5","3","4","2","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","1","1","100","29","1","1","3","2","81","70","60","100","100","91","50","100","it was insightful.","keeping track of what was the different levels of opinions. ","29","18","2","1","1","5",2.16152391234496,4.625
"414","745","100","67","40","100","4","4","5","3","4","4","4","1","2","2","3","4","81","30","72","100","5","2","3","1","92","84","61","100","100","72","38","100","I enjoyed seeing what others thougth about certin social and enviromental issues.","No challenges ","8","19","2","6","2","","","","","","","","","","","","","","","","","","","","","","","","4",3.8612378638905,4
"415","920","50","20","50","100","4","4","4","3","4","3","3","4","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","50","16","50","100","2","1","1","1","80","71","32","100","35","15","45","100","I liked seeing the results from others and viewing others' views","Thinking about the pros and cons to each controversial issue","11","18","2","1","2","3",2.05283832658569,3.375
"416","605","100","100","50","100","4","4","4","3","5","5","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","80","80","40","100","3","3","2","1","80","80","30","100","70","100","50","100","I like how the exercise is simple and straight to the point.","I had no challenges.","8","18","1","3","1","3",0.716179718527087,4
"417","255","62","60","70","100","3","3","3","3","3","3","3","3","3","3","3","3","55","53","68","87","3","3","3","3","67","49","78","57","69","56","72","77","na","na","8","","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","3",4.30018072103335,3.875
"418","706","96","90","1","100","5","5","5","4","3","4","2","3","4","4","3","4","100","100","1","100","1","1","4","1","100","100","80","100","100","100","67","100","One thing I liked about this exercise was being able to guess what people had thought about specific questions. ","The only challenge I faced while completing this exercise was guessing how people felt back in 2018 because I was not following political ideals at the time. ","7","18","2","5","1","","","","","","","","","","","","","","","","","","","","","","","","2",6.77047140929246,3.625
"419","507","54","16","3","100","4","4","4","4","4","4","3","2","2","2","3","3","","","","","","","","","","","","","","","","","","","","","","","","80","54","36","19","4","2","2","1","89","56","25","100","85","17","4","100","Easy to read and saw results. ","none","8","18","2","1","1","4",1.42141747959643,4
"420","474","84","93","3","100","4","4","5","4","5","5","4","3","3","2","5","5","","","","","","","","","","","","","","","","","","","","","","","","48","40","27","35","1","2","5","3","52","40","10","100","100","64","0","100","I liked how it showed us what the population also thinks about these issues ","The questions weren't really in the same topic or area of interest ","6","18","2","1","1","3",3.79455361480625,3.5
"421","637","75","50","70","100","4","4","4","3","4","4","2","3","4","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","30","80","100","80","2","3","4","1","80","90","20","100","80","50","80","100","Comparisons between different points in time.","No challenges.","10","19","2","1","1","3",0.751053736906368,3.5
"422","1567","100","80","80","100","4","4","3","4","3","4","3","3","3","4","3","3","81","72","85","97","1","2","1","1","90","84","56","97","100","86","94","100","The comparison in statistic based on what thought it would look like vs what it actually was","N/A","7","18","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.72447291305186,4.25
"423","323","80","100","2","100","4","4","5","5","5","5","5","3","4","3","4","4","46","45","34","5","5","5","5","1","75","82","45","94","100","100","24","100","It had research surveys to actually show how many Americans think of a particular topic and issue.","None.","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",8.03807140929246,2
"424","272","100","61","17","100","3","4","4","2","3","4","2","3","3","3","5","4","","","","","","","","","","","","","","","","","","","","","","","","96","39","10","100","2","3","3","4","100","58","17","100","86","53","16","94","bringing up necessary issues","none","","19","2","1","1","2",3.85276029818135,2.125
"425","2122","71","70","74","100","4","4","4","4","4","5","2","3","2","2","4","4","41","36","61","84","4","3","1","1","61","40","84","100","76","83","60","100","It asked if I was surprised by Americans answers.","Trying to estimate what America thinks.","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.08931906689801,3.75
"426","1774","75","100","0","100","3","4","4","4","5","5","1","2","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","0","75","60","0","2","1","3","1","80","100","0","0","81","100","0","0","it was based on how I felt about the topics, asking how important I felt something was. ","I had no challenges ","9","19","2","1","1","4",1.05176313861577,4.125
"427","268","34","30","48","37","2","3","4","3","4","3","3","2","4","4","3","3","46","33","42","40","2","3","3","2","48","29","60","54","45","39","45","42","It was interesting","It made me think","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",3.11972504337768,3.875
"428","562","95","81","10","100","4","3","5","4","5","5","2","2","2","2","2","3","","","","","","","","","","","","","","","","","","","","","","","","60","30","40","75","5","4","1","1","60","40","19","100","92","92","9","100","It had me thinking about others opinions around me and comparing real stats to my expectations.","I had no real challenges. A lot of the questions were things I think about a lot so it was easy for me to make an opinion","11","18","1","1","1","3",1.36534162328899,5
"429","731","100","83","91","100","4","3","5","4","3","5","4","3","4","5","4","4","79","69","69","100","3","4","4","1","90","100","83","89","59","100","81","85","it was surprising to me ","it was hard to think what the global population would think of ","11","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",1.81517132575027,4.375
"430","320","92","95","74","100","5","5","4","4","4","5","2","2","1","2","2","3","61","42","80","82","4","5","5","5","100","91","57","100","100","100","77","100","I liked looking at the responses over the years and how they change.","None ","6","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",2.74171551956815,3.625
"431","297","51","50","52","50","5","5","5","5","5","5","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","50","3","3","3","3","51","50","49","48","49","54","49","47","To be able to have your own opinion and see how they match up from previous surveys.","I didn’t have any challenges.. ","29","18","2","1","1","4",2.07926008611272,3.25
"432","589","60","70","10","94","4","4","3","2","5","5","2","4","4","3","3","5","","","","","","","","","","","","","","","","","","","","","","","","50","60","7","93","4","3","5","4","60","39","21","61","37","54","23","76","I liked considering different scenarios in different years and how the outcomes may be different.","I did not have any problems but it took a lot of thinking and consideration to think about the different scenarios. ","11","20","2","1","3","4",3.8394378638905,4.25
"433","903","84","49","15","100","3","3","3","3","3","4","2","2","2","3","3","3","51","29","3","100","1","3","3","3","60","29","30","92","81","45","10","100","It was interesting","I was confused at times","8","19","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","3",3.71347742433006,2.625
"434","390","51","51","27","100","3","3","3","3","3","3","2","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","56","67","52","97","3","3","2","1","40","45","43","100","53","51","52","100","It was good because it gets the participants brains thinking about current issues","Some people may not be fully educated on some of the issues","7","19","1","1","1","4",0.945128590707538,4.5
"435","400","86","60","82","100","4","4","4","4","5","4","2","2","3","2","4","2","66","52","45","92","1","1","1","1","87","80","90","100","90","95","100","100","I like being able to compare my answers to others, and seeing the comparison. ","None ","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",4.3885616734143,4.25
"436","1662","93","80","55","100","4","5","5","3","5","5","3","3","3","3","4","4","62","48","70","89","1","2","2","1","71","72","83","100","85","81","76","100","I liked that I could rank where I thought each statement would be.","Deciding what I thought about each statement or question.","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",1.81993774179037,3.125
"437","797","51","52","40","95","5","4","4","4","4","5","2","3","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","62","64","52","100","2","3","4","1","76","82","20","100","62","56","46","100","I like how it compared my results to others in the past to see if I share common ground with majority of the population.","Wasn't sure sometimes if a question was trying to trick me or not.","28","19","1","1","1","3",2.9013472655999,4.625
"438","1348","88","88","88","100","4","4","4","5","4","3","2","2","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","49","38","52","61","2","1","1","3","56","70","40","87","85","85","85","100","I liked seeing the percentages of other surveys.","I had trouble answering some questions because there wasn't only one right answer for some of them. ","","18","2","1","1","2",1.11113957971853,3.75
"439","483","100","60","20","100","3","4","3","3","2","4","2","2","2","3","3","4","100","60","19","100","2","2","3","1","100","91","72","100","100","91","50","100","I think it is interesting to start with your own opinion and slowly learn more about others'. It changed my perspective in a sense.","It wasn't challenging","8","18","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","3",3.61826008611272,4
"440","730","64","35","66","100","4","4","4","4","4","4","2","3","4","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","66","51","36","100","4","2","1","1","62","41","23","100","51","29","59","100","Seeing actual data compared to my thoughts and answers.","No challenges.","10","20","1","1","2","4",0.420650690829638,4.875
"441","625","100","58","62","100","4","4","4","3","4","4","3","3","2","4","3","4","83","81","50","100","3","1","5","1","89","95","75","100","87","90","58","100","It opened my eyes to how my views reflect the majorities views.","N/A","10","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.768490495469443,3.75
"442","4065","51","62","53","100","4","4","4","3","3","5","3","4","3","4","4","4","70","80","50","100","1","1","1","1","68","82","70","100","69","78","77","100","I liked the diversity of the questions ","I didn't have any ","11","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",2.22963648865754,4.5
"443","497","100","32","100","100","2","3","4","3","2","3","3","5","3","4","5","3","","","","","","","","","","","","","","","","","","","","","","","","100","70","100","100","1","1","1","1","100","15","100","100","100","0","100","100","it lets you give your personal opinion","i didnt have any ","29","18","1","1","1","5",4.94950453055716,5.125
"444","603","95","84","1","100","4","5","5","5","5","5","5","1","2","3","4","4","94","78","26","100","2","1","5","2","100","90","1","100","100","89","1","100","That on average the population in 2018 does not think how I thought they did in terms of capital punishment.","Understanding why people support capital punishment so much.","8","18","2","1,3","1","","","","","","","","","","","","","","","","","","","","","","","","2",1.05408865754129,2.625
"445","578","75","24","47","100","3","4","4","3","3","4","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","75","19","47","100","3","2","2","1","57","50","45","100","77","43","49","100","It gave me percentages that I had no prior knowledge of.","thinking about how others felt about these topics.","7","18","2","1","1","3",0.611387070239702,3.875
"446","1094","75","92","45","97","4","4","4","4","3","5","2","3","3","2","3","3","42","71","80","19","4","2","1","1","85","90","87","96","89","93","70","99","I liked the aspect of predicting what i thought the result were, then being able to see the real results. ","Just deciding how much of a percentage i actually felt about something ","8","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",2.41346506008611,3.25
"447","928","36","20","88","100","4","4","4","3","5","4","2","3","4","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","51","29","24","100","3","3","4","1","61","47","18","100","41","26","3","100","I liked seeing the real results after I guessed. It made me reflect on my accuracy and the difference between my perceptions and reality. ","The bar tracing was confusing at first.","28","20","1","1","2","5",1.32667595912859,3.875
"448","471","100","100","50","95","5","5","5","4","5","5","3","3","4","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","100","100","50","95","3","3","1","1","70","50","60","100","100","100","50","100","Repetitive questions","None ","8","19","1","1","2","5",0.741119066898014,5.25
"449","736","75","85","60","100","3","4","4","3","4","4","4","4","3","3","3","4","50","65","75","100","1","2","2","1","86","86","75","100","75","85","60","100","I liked how my predictions were pretty close and that there are other people who think like me.","In 2018 I was in middle school so it was pretty hard to predict those from the eyes of a 13 year old.","10","18","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","3",3.16071087976351,3.25
"450","268","89","6","82","84","4","4","4","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","100","40","40","73","1","1","1","1","37","44","61","86","57","70","69","68","Liked finding out actual statistics","Nothing","8","20","1","1","3","4",2.94185056230319,4.625
"451","1255","64","46","72","100","4","3","3","3","4","3","2","3","3","2","4","3","38","43","69","91","4","4","2","1","76","84","87","100","54","64","69","100","It taught me some changes in the opinion of the society in the last 5 years.","Determining my stance on these questions.","11","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.65011418289313,3.375
"452","591","72","87","100","100","4","4","3","4","4","5","4","4","4","4","4","4","72","72","44","100","2","2","2","2","100","100","100","100","100","100","100","100","Seeing the results of the rest of the United States and how other people reacted to these surveys and questions. ","Not much","7","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.00734262579526,3
"453","1706","61","56","45","83","4","4","4","3","3","4","3","4","4","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","66","66","50","78","3","3","1","1","64","60","69","94","66","59","63","94","It showed you the different timelines of the questions and how each one was answered. ","I didn't have any challenges. ","8","18","1","1,2","1","2",4.21847140929246,3.5
"454","459","50","72","19","100","4","4","4","4","4","4","3","3","4","4","4","4","50","49","20","93","2","3","3","3","71","71","39","92","50","70","19","97","I showed me the comparisons of my answers to what the general population thought","N?A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",3.84867107512371,4.625
"455","705","100","65","80","100","2","4","5","4","4","4","2","2","3","3","2","4","39","65","60","90","1","4","1","1","65","70","75","95","90","85","85","100","I enjoyed having the real data from 2018 presented after I tried to predict it since it made the data stick with me more than if I just read it.","None","8","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.948607583060215,3.75
"456","427","100","85","17","100","5","4","4","4","4","4","1","1","3","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","68","50","50","100","5","3","3","1","91","55","27","100","100","79","19","100","It made a good comparison to the general public","I had trouble remembering my previous answers","6","18","2","1","1","3",1.00339839341945,5.125
"457","405","100","51","62","0","4","4","3","3","5","5","2","2","3","1","3","4","","","","","","","","","","","","","","","","","","","","","","","","71","60","50","0","4","2","1","1","71","60","52","100","100","61","65","100","Brought awareness to how other people feel about these issues","no challenges","11","18","2","1","1","4",3.74316986054881,4.625
"458","560","81","66","57","100","3","5","4","3","3","5","1","3","3","3","3","1","82","69","67","76","3","2","4","3","74","74","89","90","81","86","67","100","It gave some interesting things to think about","None ","7","18","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","4",3.02078072103335,4.125
"459","511","32","40","19","84","3","4","4","2","2","3","2","3","4","4","4","3","","","","","","","","","","","","","","","","","","","","","","","","42","65","51","67","3","4","4","1","65","63","32","99","50","40","9","100","I thought that it was interesting to see what people thought about these major topics.","It was hard to get a guage on what the general population would vote for.","10","19","1","1,3","2","4",1.27740478118373,4.125
"460","980","50","40","51","100","3","4","4","3","5","5","3","3","2","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","82","65","50","100","1","1","2","1","50","45","51","100","35","14","23","100","that I got to see the actual statistics as well","figuring out how much I agreed with each statement","28","19","2","1","2","4",7.83602028147291,2.25
"461","659","89","50","49","100","3","4","4","4","4","5","3","4","4","4","4","4","65","78","43","100","4","2","2","1","73","74","67","100","70","48","48","100","i liked the topics the research study choose","it was hard guessing what the past studies of the topics","9","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",4.00927107512371,3.25
"462","698","90","100","0","100","4","3","5","5","4","5","1","3","4","3","4","4","100","100","10","100","5","3","5","1","70","71","50","100","100","100","0","100","instead of an essay, question-based assignment it was interactive. it was more interactive and fun to do.","n/a","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",4.88984434162329,4
"463","1279","78","78","20","100","4","4","4","2","4","4","2","4","4","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","35","45","35","100","1","1","3","1","65","45","10","100","70","65","0","100","Showing the stats from 2018","none","7","19","1","1,4","1","3",1.04415716213611,4.125
"464","81247","100","100","100","100","4","4","3","3","5","3","3","4","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","1","1","1","1","100","100","100","100","100","100","100","100","Nothing.","Everything.","","18","2","2","1","3",8.20018569500675,1.75
"465","1498","100","100","20","100","4","4","5","2","5","4","2","2","1","2","3","2","60","70","80","70","1","2","1","1","90","90","40","100","90","80","20","100","Real world problems","Determining the world's opinions on these topics. ","","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.0291616734143,4.5
"466","471","51","50","90","92","3","3","3","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","60","82","20","100","4","4","4","1","70","50","71","93","49","50","86","100","I liked that along with getting to input my opinion I was also able to guess what others’ opinions would be.","I don’t know enough about greenhouse gasses to have a valid opinion.","10","20","2","1,5","3","5",1.85322834008097,3.375
"467","506","82","99","0","100","4","4","5","4","5","5","3","3","5","2","5","5","60","39","40","81","1","5","2","4","94","92","76","100","90","100","75","100","That it told the actual percentages after having us guess","not knowing the full information to every question ","6","19","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","3",3.50873627658891,2.5
"468","56554","63","51","63","100","5","4","3","3","3","5","2","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","67","78","52","100","3","4","2","1","69","73","36","100","53","54","57","100","It was interesting to see what other people thought about certain topics about todays politics","I felt like I was assuming and judging what other people think about certain politics ","10","18","2","1,3","1","2",2.21927291305186,2.75
"469","2076","80","70","90","100","4","4","4","4","5","5","2","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","60","40","60","100","4","1","1","1","50","71","58","100","50","60","71","100","It made me think about the view of American's as a whole."," Thinking about views as a whole and not just my personal beliefs.","10","19","1","1","1","2",0.79503799241694,3.875
"470","810","100","90","41","100","4","4","4","4","3","4","3","3","3","3","3","3","81","70","71","92","5","2","3","1","95","99","75","100","100","96","51","100","I liked seeing what some of the population answered to the questions. ","I didn't have any challenges. ","5","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",4.56507140929246,4.125
"471","767","100","100","15","100","5","5","5","4","5","5","1","2","3","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","54","25","47","84","1","1","4","1","81","79","7","100","100","100","0","100","I really enjoyed how the study asked me to think about public opinion in 2018 compared to today. ","It was difficult to try and think about what the public and social climates were in 2018 vs today.","4","20","1","1","2","4",2.36409049546944,4
"472","163","45","67","51","74","1","2","3","4","5","4","5","4","3","2","2","1","33","55","79","46","5","4","3","2","74","56","53","78","46","61","95","12","how i was able to really express myself with the many different options ","making sure i chose the right answer ","10","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",5.51423648865754,4
"473","540","69","10","60","100","5","4","4","5","4","2","1","2","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","70","55","40","100","3","3","3","2","60","56","35","100","60","30","50","100","I liked how simple it was, there wasn't any questions about what I needed to do.","I had no challenges.","8","18","1","1","1","3",0.572614304993252,5.625
"474","613","100","77","15","0","4","4","5","4","5","4","1","2","1","2","1","3","70","45","20","0","2","3","5","1","90","80","50","100","100","85","15","100","It was interesting seeing how people from 2018 answered.","Misread the last question on my first go through","6","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",0.743168151147099,3.875
"475","440","100","100","66","100","4","3","4","3","5","5","3","4","2","3","4","1","82","51","77","100","1","3","1","1","90","85","61","100","100","100","66","100","I liked seeing the survey data from 2018. ","Thinking about what other people's opinions might be. ","3","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","1",1.25484421309684,2.75
"476","172","100","84","79","60","4","4","4","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","69","82","81","81","4","4","4","4","85","85","84","82","81","81","83","87","a","a","10","18","1","4","2","4",4.93756200758306,4.375
"477","798","23","12","49","100","4","4","4","3","5","5","3","3","2","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","12","10","49","100","3","4","3","1","24","44","51","100","5","3","48","100","It gave percents of what the general population thoughts were","No challenges ","10","19","1","1","1","3",0.773498181350813,3.375
"478","5264","44","12","45","0","3","2","3","2","3","3","4","3","3","2","2","3","46","51","37","1","3","3","3","2","45","46","43","1","48","44","33","1","I like how we got to change our answer at the end. I think it was interesting with how people change there mind with time. ","I was weird wrapping my head around how opinions change over time and ensuring how many people would agree. ","28","20","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",4.4057472655999,3.75
"479","550","79","65","62","100","2","4","3","3","5","4","1","2","2","4","2","4","","","","","","","","","","","","","","","","","","","","","","","","38","20","93","19","4","2","3","1","82","69","52","100","71","60","44","100","I liked that I was able to see the publics opinion. ","Guessing what the populations opinion was in 2018.","9","18","2","1","1","2",0.88215716213611,3.625
"480","683","50","81","100","100","4","4","5","5","4","5","3","4","3","5","3","5","61","81","100","100","3","2","1","1","100","100","100","100","60","80","100","100","asked my opinion and other perspectives on the topic","i did not have any challenges. ","28","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",2.70709500674764,4
"481","1643","100","100","29","100","4","4","5","4","4","4","1","3","3","2","3","3","63","51","70","86","1","1","1","1","100","100","32","100","100","100","33","100","The time comparison ","Nothing","4","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","1",2.44264434162329,2.125
"482","284","33","40","62","100","4","4","4","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","61","65","79","97","4","2","1","1","54","50","44","76","61","42","86","79","Comparing stats ","None ","11","18","1","1","1","4",3.18894943769681,2.875
"483","1041","100","100","10","100","3","3","5","3","4","5","3","2","4","1","3","3","","","","","","","","","","","","","","","","","","","","","","","","47","83","53","100","2","3","5","1","73","88","19","100","100","100","10","100","I liked the little slide bar and the fact that after I estimated 2018 percentages I was shown the actual numbers.","I wasn't sure how much people would agree with the statements today or in 2018. I also don't really know how solving ethical problems works.","6","18","2","2","1","5",2.97150148448043,3.5
"484","281","89","45","100","99","3","3","3","3","3","3","3","3","3","3","3","3","81","87","100","97","3","3","4","1","72","61","89","96","78","86","100","100","The stats.","Agreeness","29","20","2","1","3","","","","","","","","","","","","","","","","","","","","","","","","5",4.00621393226656,3.875
"485","1290","89","73","17","100","4","4","4","3","4","2","2","3","4","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","88","81","13","100","2","3","4","1","66","59","21","97","82","77","10","100","i liked seeing how the rest of the public viewed the questions. ","seeing my opinion versus others. ","8","18","1","1","1","4",2.36649363151468,3.375
"486","433","47","49","0","100","3","3","3","3","3","3","3","3","3","3","3","3","54","82","21","5","1","1","1","1","44","76","5","1","52","57","0","100","I liked seeing how opinions differed throughout the years.","Trying to predict what people thought in 2018.","11","20","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","1",3.94376167341431,3.125
"487","88042","42","63","35","0","3","3","3","3","3","3","3","3","3","3","3","3","30","76","64","100","3","3","3","3","68","81","83","100","22","54","37","100","It was simple","Nothing was really challenging","8","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",2.97692859070754,4.625
"488","470","81","58","0","100","2","4","4","3","4","5","2","3","3","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","80","60","0","100","3","2","2","1","65","70","49","100","43","58","0","100","not much","none","9","21","1","1","2","5",0.982653736906368,4.875
"489","1063","100","100","0","100","4","3","5","4","2","5","4","3","3","3","1","1","61","40","71","100","1","3","1","1","91","92","50","100","100","100","2","100","It was very straight forward and wasn't overly complicated or long","Some of the answers I thought of were ambiguous. ","3","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",2.02385240023135,2.5
"490","549","91","45","80","100","4","4","4","5","5","3","2","2","2","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","71","82","12","100","4","4","5","1","61","68","26","100","85","51","59","100","I liked how there was a variety of questions and how most of them related to very popular and controversial topics that get talked about today. ","I don't think some of the questions were descriptive enough to answer to my best ability. ","10","19","2","1","1","1",0.915128590707538,3.875
"491","480","49","84","12","100","4","4","4","4","5","5","1","1","2","4","2","3","51","50","29","100","1","3","4","1","81","91","81","100","82","82","82","100","Showed what American thought in the 2018 study","Didn't have any","8","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",1.00592859070754,4.625
"492","173","52","44","78","83","2","2","3","2","4","3","3","2","2","4","4","3","88","84","63","71","2","4","3","4","84","85","18","22","57","65","50","84","The specific scroll numbers","Remembering and separating the years of context ","7","20","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","1",5.26783648865754,4
"493","253","73","54","32","80","3","2","3","4","3","3","3","4","3","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","78","52","34","100","1","1","2","1","91","56","38","100","84","67","69","73","it was attentive","I had none","8","20","1","1","2","3",6.19002696484802,3.625
"494","88222","72","37","49","28","2","2","3","2","3","3","1","3","3","2","3","4","31","29","49","96","3","4","4","4","84","83","80","82","55","43","67","65","I enjoyed how it was very involved and made me take things into perspective.","Understanding some of those facts were difficult to comprehend.","8","20","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","2",6.68024283786389,2.625
